overlapRound	IA.1.org	IB.1.org	Exp_Name	sn	Gender	Birth	cond	Trial	BlockNum	BlockIt	TrialinBlock	respType	posttgap	keybResp	keybRT	keyDef	Set	IA.1	IB.1	nIA	nIB	ones	trial	trial_type	averageP	sdP	overlap	direct.xVy	correct	targetPresent	dirOverlap	correct01	overlapRoundSN	res.RT	fit.RT
0.95	6 elderly people	50 elderly people	cMorals	wrnc358	Male	22	cMorals1	93	1	1	93	key	500	d	9.22876950744455	No	1_1	6个老人	50位老人	1	1	1	93	1	0.469706349206349	0.0443712320518308	0.939412698412698	1	0	TRUE	0.060587301587302	0	0.95	0.480418319642746	8.7483511878018
0.05	a rapist	an elderly person	cMorals	ofcj935	Female	23	cMorals1	71	1	1	71	key	500	d	7.90544164906029	No	1_1	1位强奸犯	1位老人	1	1	1	71	1	0.0394146341463415	0.0173066257798536	0.0788292682926829	-1	1	FALSE	-0.921170731707317	1	0.05	-0.77277934131078	8.67822099037107
0.05	a terrorist	4 homeless adults	cMorals	ofcj935	Female	23	cMorals1	23	1	1	23	key	500	d	8.45531778769815	No	1_1	1位恐怖分子	4个流浪的人	1	1	1	23	1	0.950431034482759	0.0200825565110654	0.0991379310344827	-1	1	FALSE	-0.900862068965517	1	0.05	-0.231456137707246	8.6867739254054
0.05	a soldier	9 rapists	cMorals	ofcj935	Female	23	cMorals1	112	1	1	112	key	500	k	8.13211877295581	Yes	1_1	1位士兵	9个强奸犯	1	1	1	112	1	0.0289747899159664	0.0154234641788166	0.0579495798319327	1	1	TRUE	0.942050420168067	1	0.05	-0.546102037223266	8.67822081017907
0.05	9 adults	8 terrorists	cMorals	ofcj935	Female	23	cMorals1	53	1	1	53	key	500	k	8.7702838190984	Yes	1_1	9位成年人	8位恐怖分子	1	1	1	53	1	0.0424274193548387	0.0177340794826941	0.0848548387096775	1	1	TRUE	0.915145161290323	1	0.05	0.0920527899280756	8.67823102917032
0.05	a terrorist	6 elderly people	cMorals	ofcj935	Female	23	cMorals1	50	1	1	50	key	500	d	7.62559507213245	No	1_1	1位恐怖分子	6个老人	1	1	1	50	1	0.967704918032787	0.016233486683915	0.0645901639344262	-1	1	FALSE	-0.935409836065574	1	0.05	-1.05264576800096	8.67824084013342
0.15	6 police officers	53 rapists	cMorals	ofcj935	Female	23	cMorals1	1	1	1	1	key	500	k	9.7935052617999	Yes	1_1	6位警察	53个强奸犯	1	1	1	1	1	0.0872033898305085	0.0271532699575677	0.174406779661017	1	1	TRUE	0.825593220338983	1	0.15	-0.0744472633442843	9.86795252514418
0.15	48 soldiers	7 assassins	cMorals	ofcj935	Female	23	cMorals1	82	1	1	82	key	500	k	7.71824095195932	Yes	1_1	48位士兵	7位刺客	1	1	1	82	1	0.905893805309735	0.0275926958016001	0.188212389380531	1	1	TRUE	0.811787610619469	1	0.15	-0.959979873481282	8.6782208254406
0.15	3 pedophiles	49 astronauts	cMorals	ofcj935	Female	23	cMorals1	94	1	1	94	key	500	d	8.04141290939305	No	1_1	3个恋童癖	49位宇航员	1	1	1	94	1	0.0702916666666667	0.0235344764104334	0.140583333333333	-1	1	FALSE	-0.859416666666667	1	0.15	-0.636807901802985	8.67822081119603
0.15	47 pedophiles	50 police officers	cMorals	ofcj935	Female	23	cMorals1	87	1	1	87	key	500	d	8.18618599422608	No	1_1	47个恋童癖	50位警官	1	1	1	87	1	0.0681517857142857	0.0236587471088102	0.136303571428571	-1	1	FALSE	-0.863696428571429	1	0.15	-0.49203482091208	8.67822081513816
0.15	a terrorist	47 olympians	cMorals	ofcj935	Female	23	cMorals1	78	1	1	78	key	500	d	8.66871183905515	No	1_1	1位恐怖分子	47名奥运选手	1	1	1	78	1	0.946058823529412	0.0200400808150552	0.107882352941177	-1	1	FALSE	-0.892117647058823	1	0.15	-0.00950900858678771	8.67822084764193
0.15	8 terrorists	48 nuns	cMorals	ofcj935	Female	23	cMorals1	116	1	1	116	key	500	d	9.12576239550091	No	1_1	8位恐怖分子	48位修女	1	1	1	116	1	0.909381355932203	0.0256093266231126	0.181237288135593	-1	1	FALSE	-0.818762711864407	1	0.15	0.447541585332651	8.67822081016826
0.15	3 university students	53 rapists	cMorals	ofcj935	Female	23	cMorals1	105	1	1	105	key	500	k	8.32603268595508	Yes	1_1	3位大学生	53个强奸犯	1	1	1	105	1	0.903447154471545	0.026002095804797	0.193105691056911	1	1	TRUE	0.806894308943089	1	0.15	-0.352188124293512	8.67822081024859
0.15	a police officer	8 terrorists	cMorals	ofcj935	Female	23	cMorals1	32	1	1	32	key	500	k	8.10651451625519	Yes	1_1	1位警察	8位恐怖分子	1	1	1	32	1	0.0540076923076923	0.0199158915796398	0.108015384615385	1	1	TRUE	0.891984615384615	1	0.15	-0.572842114313406	8.67935663056859
0.15	6 thieves	an orphan	cMorals	ofcj935	Female	23	cMorals1	54	1	1	54	key	500	d	8.59359852261866	No	1_1	6个小偷	1个孤儿	1	1	1	54	1	0.0988151260504202	0.026194553333951	0.19763025210084	-1	1	FALSE	-0.80236974789916	1	0.15	-0.0846304530829389	8.6782289757016
0.15	a terrorist	48 nuns	cMorals	ofcj935	Female	23	cMorals1	95	1	1	95	key	500	d	9.48402493478411	No	1_1	1位恐怖分子	48位修女	1	1	1	95	1	0.910853448275862	0.0266325785037307	0.178293103448276	-1	1	FALSE	-0.821706896551724	1	0.15	0.805804123796099	8.67822081098801
0.15	53 rapists	4 soldiers	cMorals	ofcj935	Female	23	cMorals1	58	1	1	58	key	500	d	9.12663262290272	No	1_1	53个强奸犯	4位士兵	1	1	1	58	1	0.932008333333333	0.0235786578473768	0.135983333333333	-1	1	FALSE	-0.864016666666667	1	0.15	0.44840848392775	8.67822413897497
0.15	a billionaire	9 rapists	cMorals	ofcj935	Female	23	cMorals1	85	1	1	85	key	500	k	9.08239335764556	Yes	1_1	1位亿万富翁	9个强奸犯	1	1	1	85	1	0.0753153153153153	0.0255074565525249	0.150630630630631	1	1	TRUE	0.849369369369369	1	0.15	0.404172539689215	8.67822081795635
0.15	an orphan	a thief	cMorals	ofcj935	Female	23	cMorals1	16	1	1	16	key	500	k	8.90422273736872	Yes	1_1	1个孤儿	1个小偷	1	1	1	16	1	0.0786016949152542	0.025179908822932	0.157203389830509	1	1	TRUE	0.842796610169491	1	0.15	0.184878312783104	8.71934442458561
0.15	5 mentors	3 pedophiles	cMorals	ofcj935	Female	23	cMorals1	59	1	1	59	key	500	k	9.58623934448258	Yes	1_1	5位导师	3个恋童癖	1	1	1	59	1	0.0678888888888889	0.0223869822678519	0.135777777777778	1	1	TRUE	0.864222222222222	1	0.15	0.908015874419378	8.6782234700632
0.25	9 judges	53 rapists	cMorals	ofcj935	Female	23	cMorals1	27	1	1	27	key	500	k	8.47303229563047	Yes	1_1	9个法官	53个强奸犯	1	1	1	27	1	0.111401785714286	0.0301395376603281	0.222803571428571	1	1	TRUE	0.777196428571429	1	0.25	-0.208675329653875	8.68170762528434
0.25	5 mentors	7 assassins	cMorals	ofcj935	Female	23	cMorals1	22	1	1	22	key	500	k	8.46358142196756	Yes	1_1	5位导师	7位刺客	1	1	1	22	1	0.850419642857143	0.0327734090086343	0.299160714285714	1	1	TRUE	0.700839285714286	1	0.25	-0.225343439311226	8.68892486127879
0.25	49 celebrities	8 terrorists	cMorals	ofcj935	Female	23	cMorals1	37	1	1	37	key	500	k	8.0375431851187	Yes	1_1	49个明星	8位恐怖分子	1	1	1	37	1	0.877920634920635	0.0298799249915604	0.24415873015873	1	1	TRUE	0.75584126984127	1	0.25	-0.641047615406682	8.67859080052538
0.25	50 elderly people	an assassin	cMorals	ofcj935	Female	23	cMorals1	70	1	1	70	key	500	k	8.01763715990848	Yes	1_1	50位老人	1位刺客	1	1	1	70	1	0.89707874015748	0.0268289897469255	0.205842519685039	1	1	TRUE	0.794157480314961	1	0.25	-0.66058387578183	8.67822103569031
0.25	52 terrorists	48 nuns	cMorals	ofcj935	Female	23	cMorals1	77	1	1	77	key	500	d	7.91790058632792	No	1_1	52个恐怖分子	48位修女	1	1	1	77	1	0.852042735042735	0.0333788102341066	0.29591452991453	-1	1	FALSE	-0.70408547008547	1	0.25	-0.760320270739762	8.67822085706768
0.25	4 soldiers	51 assassins	cMorals	ofcj935	Female	23	cMorals1	45	1	1	45	key	500	k	8.30077696085145	Yes	1_1	4位士兵	51位刺客	1	1	1	45	1	0.863370078740157	0.0304298172171881	0.273259842519685	1	1	TRUE	0.726740157480315	1	0.25	-0.377505338617805	8.67828229946926
0.25	a thief	a police officer	cMorals	ofcj935	Female	23	cMorals1	47	1	1	47	key	500	d	8.47470313979528	No	1_1	1个小偷	1位警察	1	1	1	47	1	0.856826771653543	0.0314423325715643	0.286346456692913	-1	1	FALSE	-0.713653543307087	1	0.25	-0.203556930511258	8.67826007030654
0.25	49 celebrities	53 rapists	cMorals	ofcj935	Female	23	cMorals1	68	1	1	68	key	500	k	8.09681747057232	Yes	1_1	49个明星	53个强奸犯	1	1	1	68	1	0.858719008264463	0.0317044136420858	0.282561983471074	1	1	TRUE	0.717438016528926	1	0.25	-0.581403692813179	8.6782211633855
0.25	50 police officers	52 terrorists	cMorals	ofcj935	Female	23	cMorals1	48	1	1	48	key	500	k	8.53306654057253	Yes	1_1	50位警官	52个恐怖分子	1	1	1	48	1	0.86153982300885	0.0326479047357068	0.276920353982301	1	1	TRUE	0.723079646017699	1	0.25	-0.145185640566176	8.6782521811387
0.25	49 hooligans	5 orphans	cMorals	ofcj935	Female	23	cMorals1	103	1	1	103	key	500	k	8.90313563303554	Yes	1_1	49个流氓	5个孤儿	1	1	1	103	1	0.146428571428571	0.0326689667129954	0.292857142857143	-1	0	FALSE	-0.707142857142857	0	0.25	0.224914822737249	8.67822081029829
0.25	53 rapists	52 billionaires	cMorals	ofcj935	Female	23	cMorals1	74	1	1	74	key	500	d	9.18235233543601	No	1_1	53个强奸犯	52位亿万富翁	1	1	1	74	1	0.8624	0.0322887029488007	0.2752	-1	1	FALSE	-0.7248	1	0.25	0.50413143333447	8.67822090210155
0.25	an elderly person	49 hooligans	cMorals	ofcj935	Female	23	cMorals1	12	1	1	12	key	500	d	8.62173337069017	No	1_1	1位老人	49个流氓	1	1	1	12	1	0.140973684210526	0.031810929243056	0.281947368421053	1	0	TRUE	0.718052631578947	0	0.25	-0.157363167316262	8.77909653800643
0.25	an addict	48 soldiers	cMorals	ofcj935	Female	23	cMorals1	108	1	1	108	key	500	d	9.20089591314816	No	1_1	1位瘾君子	48位士兵	1	1	1	108	1	0.867394736842105	0.0314644331799947	0.26521052631579	-1	1	FALSE	-0.73478947368421	1	0.25	0.522675102942562	8.6782208102056
0.25	a homeless adult	53 rapists	cMorals	ofcj935	Female	23	cMorals1	51	1	1	51	key	500	k	8.18367658262066	Yes	1_1	1个流浪的人	53个强奸犯	1	1	1	51	1	0.10391935483871	0.0272795849939692	0.207838709677419	1	1	TRUE	0.792161290322581	1	0.25	-0.494560232570601	8.67823681519126
0.25	7 assassins	49 astronauts	cMorals	ofcj935	Female	23	cMorals1	10	1	1	10	key	500	d	8.39140318535795	No	1_1	7位刺客	49位宇航员	1	1	1	10	1	0.859869565217391	0.0326195307759224	0.280260869565217	-1	1	FALSE	-0.719739130434783	1	0.25	-0.444809365006689	8.83621255036464
0.25	6 elderly people	7 assassins	cMorals	ofcj935	Female	23	cMorals1	113	1	1	113	key	500	k	9.42577428022034	Yes	1_1	6个老人	7位刺客	1	1	1	113	1	0.875310924369748	0.0301053754994995	0.249378151260504	1	1	TRUE	0.750621848739496	1	0.25	0.747553470044936	8.6782208101754
0.35	an assassin	5 celebrities	cMorals	ofcj935	Female	23	cMorals1	101	1	1	101	key	500	d	8.65851912750667	No	1_1	1位刺客	5个明星	1	1	1	101	1	0.821161538461538	0.034467269506351	0.357676923076923	-1	1	FALSE	-0.642323076923077	1	0.35	-0.0197016828694547	8.67822081037613
0.35	a convict	53 adults	cMorals	ofcj935	Female	23	cMorals1	111	1	1	111	key	500	d	9.68184287734565	No	1_1	1位罪犯	53位成年人	1	1	1	111	1	0.831893129770992	0.0322616204514054	0.336213740458015	-1	1	FALSE	-0.663786259541985	1	0.35	1.00362206716199	8.67822081018366
0.35	6 police officers	7 assassins	cMorals	ofcj935	Female	23	cMorals1	93	1	1	93	key	500	k	8.80252249828439	Yes	1_1	6位警察	7位刺客	1	1	1	93	1	0.843581196581197	0.0332252361984161	0.312837606837607	1	1	TRUE	0.687162393162393	1	0.35	0.124301686828018	8.67822081145637
0.35	4 nuns	52 terrorists	cMorals	ofcj935	Female	23	cMorals1	57	1	1	57	key	500	k	9.71757957220675	Yes	1_1	4位修女	52个恐怖分子	1	1	1	57	1	0.842585365853659	0.0341972603785781	0.314829268292683	1	1	TRUE	0.685170731707317	1	0.35	1.0393545961022	8.67822497610455
0.35	6 elderly people	7 convicts	cMorals	ofcj935	Female	23	cMorals1	90	1	1	90	key	500	k	8.01268092970684	Yes	1_1	6个老人	7位罪犯	1	1	1	90	1	0.842634146341463	0.0335174966716746	0.314731707317073	1	1	TRUE	0.685268292682927	1	0.35	-0.665539882993349	8.67822081270019
0.45	a hooligan	53 judges	cMorals	ofcj935	Female	23	cMorals1	92	1	1	92	key	500	d	8.9165060800392	No	1_1	1个流氓	53位法官	1	1	1	92	1	0.781492063492063	0.0372297357470575	0.437015873015873	-1	1	FALSE	-0.562984126984127	1	0.45	0.23828526825703	8.67822081178217
0.45	53 rapists	7 assassins	cMorals	ofcj935	Female	23	cMorals1	66	1	1	66	key	500	d	8.50956416425175	No	1_1	53个强奸犯	7位刺客	1	1	1	66	1	0.2455	0.0402125533559682	0.491	-1	1	FALSE	-0.509	1	0.45	-0.16865719913018	8.67822136338193
0.45	a judge	51 assassins	cMorals	ofcj935	Female	23	cMorals1	42	1	1	42	key	500	k	9.44026090756942	Yes	1_1	1位法官	51位刺客	1	1	1	42	1	0.221154471544715	0.0370360211351163	0.442308943089431	1	1	TRUE	0.557691056910569	1	0.45	0.761919574067997	8.67834133350142
0.45	a convict	8 terrorists	cMorals	ofcj935	Female	23	cMorals1	18	1	1	18	key	500	k	8.64082575186151	Yes	1_1	1位罪犯	8位恐怖分子	1	1	1	18	1	0.210984615384615	0.0359030586627005	0.421969230769231	1	1	TRUE	0.578030769230769	1	0.45	-0.0636519659793642	8.70447771784088
0.45	4 homeless adults	51 convicts	cMorals	ofcj935	Female	23	cMorals1	64	1	1	64	key	500	k	8.56883642456808	Yes	1_1	4个流浪的人	51个罪犯	1	1	1	64	1	0.767636363636364	0.0411898737143694	0.464727272727273	1	1	TRUE	0.535272727272727	1	0.45	-0.109385252048606	8.67822167661668
0.45	an astronaut	5 hooligans	cMorals	ofcj935	Female	23	cMorals1	14	1	1	14	key	500	k	8.65381978894805	Yes	1_1	1位宇航员	5个流氓	1	1	1	14	1	0.213530769230769	0.0352303450553025	0.427061538461538	1	1	TRUE	0.572938461538462	1	0.45	-0.0888088975691836	8.74262868651724
0.45	an olympian	7 convicts	cMorals	ofcj935	Female	23	cMorals1	104	1	1	104	key	500	k	8.95014375645926	Yes	1_1	1位奥运选手	7位罪犯	1	1	1	104	1	0.223368421052632	0.039884198118684	0.446736842105263	1	1	TRUE	0.553263157894737	1	0.45	0.271922946188598	8.67822081027066
0.55	3 university students	48 soldiers	cMorals	ofcj935	Female	23	cMorals1	91	1	1	91	key	500	d	8.77137018531062	No	1_1	3位大学生	48位士兵	1	1	1	91	1	0.254806451612903	0.0397696795694033	0.509612903225806	-1	1	FALSE	-0.490387096774194	1	0.55	0.093149373120708	8.67822081218991
0.55	50 addicts	4 soldiers	cMorals	ofcj935	Female	23	cMorals1	96	1	1	96	key	500	d	8.3250636936312	No	1_1	50个瘾君子	4位士兵	1	1	1	96	1	0.73744094488189	0.0399669237809441	0.525118110236221	-1	1	FALSE	-0.474881889763779	1	0.55	-0.353157117190591	8.67822081082179
0.55	51 assassins	4 nuns	cMorals	ofcj935	Female	23	cMorals1	83	1	1	83	key	500	d	8.92996487470684	No	1_1	51位刺客	4位修女	1	1	1	83	1	0.746849206349206	0.0405807360833218	0.506301587301587	-1	1	FALSE	-0.493698412698413	1	0.55	0.251744052336653	8.67822082237019
0.55	a celebrity	7 convicts	cMorals	ofcj935	Female	23	cMorals1	52	1	1	52	key	500	k	8.47282324368032	Yes	1_1	1个明星	7位罪犯	1	1	1	52	1	0.281964285714286	0.043840749275204	0.563928571428571	1	1	TRUE	0.436071428571429	1	0.55	-0.205410355364661	8.67823359904498
0.55	47 university students	6 addicts	cMorals	ofcj935	Female	23	cMorals1	60	1	1	60	key	500	k	8.58746524440157	Yes	1_1	47位大学生	6位瘾君子	1	1	1	60	1	0.709454545454545	0.0407698607426667	0.581090909090909	1	1	TRUE	0.418909090909091	1	0.55	-0.090757691164983	8.67822293556655
0.55	an assassin	6 addicts	cMorals	ofcj935	Female	23	cMorals1	15	1	1	15	key	500	d	9.06866159364425	No	1_1	1位刺客	6位瘾君子	1	1	1	15	1	0.720150793650794	0.0403801894252617	0.559698412698413	-1	1	FALSE	-0.440301587301587	1	0.55	0.338975409947416	8.72968618369683
0.55	50 police officers	51 convicts	cMorals	ofcj935	Female	23	cMorals1	21	1	1	21	key	500	k	9.01347354374019	Yes	1_1	50位警官	51个罪犯	1	1	1	21	1	0.746169811320755	0.0420410035473124	0.507660377358491	1	1	TRUE	0.492339622641509	1	0.55	0.321856829623936	8.69161671411626
0.55	49 celebrities	a convict	cMorals	ofcj935	Female	23	cMorals1	13	1	1	13	key	500	k	8.58410389669886	Yes	1_1	49个明星	1位罪犯	1	1	1	13	1	0.723436090225564	0.0380242197129769	0.553127819548872	1	1	TRUE	0.446872180451128	1	0.55	-0.174722070905162	8.75882596760403
0.55	an addict	48 nuns	cMorals	ofcj935	Female	23	cMorals1	88	1	1	88	key	500	d	8.5197898172635	No	1_1	1位瘾君子	48位修女	1	1	1	88	1	0.705842105263158	0.0429401929767961	0.588315789473684	-1	1	FALSE	-0.411684210526316	1	0.55	-0.158430996874481	8.67822081413799
0.55	52 billionaires	51 convicts	cMorals	ofcj935	Female	23	cMorals1	114	1	1	114	key	500	k	8.53010941668278	Yes	1_1	52位亿万富翁	51个罪犯	1	1	1	114	1	0.263811965811966	0.0401109463519012	0.527623931623932	1	1	TRUE	0.472376068376068	1	0.55	-0.148111393489689	8.67822081017247
0.55	a thief	a terrorist	cMorals	ofcj935	Female	23	cMorals1	24	1	1	24	key	500	k	8.10802122137675	Yes	1_1	1个小偷	1位恐怖分子	1	1	1	24	1	0.266559322033898	0.039772686040332	0.533118644067797	1	1	TRUE	0.466881355932203	1	0.55	-0.577033990038396	8.68505521141514
0.55	49 celebrities	5 hooligans	cMorals	ofcj935	Female	23	cMorals1	86	1	1	86	key	500	k	8.13388088794927	Yes	1_1	49个明星	5个流氓	1	1	1	86	1	0.70418320610687	0.0396104666658243	0.59163358778626	1	1	TRUE	0.40836641221374	1	0.55	-0.544339928440591	8.67822081638987
0.65	an adult	48 soldiers	cMorals	ofcj935	Female	23	cMorals1	20	1	1	20	key	500	d	8.22844388300403	No	1_1	1位成年人	48位士兵	1	1	1	20	1	0.685568965517241	0.0423937325592855	0.628862068965517	-1	1	FALSE	-0.371137931034483	1	0.65	-0.466541630613966	8.694985513618
0.65	6 elderly people	9 judges	cMorals	ofcj935	Female	23	cMorals1	33	1	1	33	key	500	d	8.63870260881343	No	1_1	6个老人	9个法官	1	1	1	33	1	0.661563025210084	0.0432437704779513	0.676873949579832	1	0	TRUE	0.323126050420168	0	0.65	-0.0404257832280894	8.67912839204152
0.65	6 addicts	50 police officers	cMorals	ofcj935	Female	23	cMorals1	118	1	1	118	key	500	d	8.96686655418872	No	1_1	6位瘾君子	50位警官	1	1	1	118	1	0.655513043478261	0.0437676265354057	0.688973913043478	-1	1	FALSE	-0.311026086956522	1	0.65	0.288645744023155	8.67822081016557
0.65	a nun	47 university students	cMorals	ofcj935	Female	23	cMorals1	119	1	1	119	key	500	d	9.48653167771247	No	1_1	1位修女	47位大学生	1	1	1	119	1	0.660090163934426	0.0434249160527857	0.679819672131148	-1	1	FALSE	-0.320180327868852	1	0.65	0.808310867547853	8.67822081016461
0.65	48 soldiers	an adult	cMorals	ofcj935	Female	23	cMorals1	75	1	1	75	key	500	k	8.01035958891971	Yes	1_1	48位士兵	1位成年人	1	1	1	75	1	0.685568965517241	0.0423937325592855	0.628862068965517	1	1	TRUE	0.371137931034483	1	0.65	-0.66786129470672	8.67822088362643
0.65	an adult	6 addicts	cMorals	ofcj935	Female	23	cMorals1	11	1	1	11	key	500	k	9.424322081498	Yes	1_1	1位成年人	6位瘾君子	1	1	1	11	1	0.317266666666667	0.0432995171048691	0.634533333333333	1	1	TRUE	0.365466666666667	1	0.65	0.619857333713798	8.8044647477842
0.65	50 police officers	5 celebrities	cMorals	ofcj935	Female	23	cMorals1	35	1	1	35	key	500	k	8.7160440501614	Yes	1_1	50位警官	5个明星	1	1	1	35	1	0.33027731092437	0.0430900611607985	0.660554621848739	1	1	TRUE	0.339445378151261	1	0.65	0.0372437604488205	8.67880028971258
0.65	47 university students	a celebrity	cMorals	ofcj935	Female	23	cMorals1	65	1	1	65	key	500	k	8.95001402953426	Yes	1_1	47位大学生	1个明星	1	1	1	65	1	0.679207207207207	0.0441352595732403	0.641585585585586	1	1	TRUE	0.358414414414414	1	0.65	0.271792527028385	8.67822150250587
0.65	5 celebrities	50 police officers	cMorals	ofcj935	Female	23	cMorals1	100	1	1	100	key	500	d	8.82951909478078	No	1_1	5个明星	50位警官	1	1	1	100	1	0.33027731092437	0.0430900611607985	0.660554621848739	-1	1	FALSE	-0.339445378151261	1	0.65	0.151298284350506	8.67822081043027
0.65	an addict	a judge	cMorals	ofcj935	Female	23	cMorals1	109	1	1	109	key	500	d	9.29706837548603	No	1_1	1位瘾君子	1位法官	1	1	1	109	1	0.67434188034188	0.0409084013061977	0.651316239316239	-1	1	FALSE	-0.348683760683761	1	0.65	0.618847565289427	8.6782208101966
0.75	a celebrity	4 homeless adults	cMorals	ofcj935	Female	23	cMorals1	56	1	1	56	key	500	d	9.3618590196151	No	1_1	1个明星	4个流浪的人	1	1	1	56	1	0.617854545454545	0.046892977598381	0.764290909090909	-1	1	FALSE	-0.235709090909091	1	0.75	0.683632995859769	8.67822602375533
0.75	48 nuns	an elderly person	cMorals	ofcj935	Female	23	cMorals1	107	1	1	107	key	500	k	7.95892649305011	Yes	1_1	48位修女	1位老人	1	1	1	107	1	0.3995	0.0479287882656563	0.799	-1	0	FALSE	-0.201	0	0.75	-0.719294317166749	8.67822081021686
0.75	an adult	a homeless adult	cMorals	ofcj935	Female	23	cMorals1	26	1	1	26	key	500	d	9.16722408090254	No	1_1	1位成年人	1个流浪的人	1	1	1	26	1	0.377801587301587	0.0418828407672306	0.755603174603175	1	0	TRUE	0.244396825396825	0	0.75	0.484639591982129	8.68258448892041
0.75	5 orphans	a celebrity	cMorals	ofcj935	Female	23	cMorals1	98	1	1	98	key	500	k	8.69399956752208	Yes	1_1	5个孤儿	1个明星	1	1	1	98	1	0.647886956521739	0.0431768733216968	0.704226086956522	1	1	TRUE	0.295773913043478	1	0.75	0.0157787569392429	8.67822081058284
0.75	49 hooligans	8 terrorists	cMorals	ofcj935	Female	23	cMorals1	25	1	1	25	key	500	k	8.8023721336499	Yes	1_1	49个流氓	8位恐怖分子	1	1	1	25	1	0.610008474576271	0.0455894228292006	0.779983050847458	1	1	TRUE	0.220016949152542	1	0.75	0.118690267584951	8.68368186606495
0.75	51 assassins	50 addicts	cMorals	ofcj935	Female	23	cMorals1	36	1	1	36	key	500	k	8.45041215772591	Yes	1_1	51位刺客	50个瘾君子	1	1	1	36	1	0.632338582677165	0.0433464789032505	0.735322834645669	-1	0	FALSE	-0.264677165354331	0	0.75	-0.22827168790937	8.67868384563528
0.75	a rapist	49 hooligans	cMorals	ofcj935	Female	23	cMorals1	6	1	1	6	key	500	d	8.97081334141145	No	1_1	1位强奸犯	49个流氓	1	1	1	6	1	0.608422764227642	0.0453759453867411	0.783154471544715	-1	1	FALSE	-0.216845528455285	1	0.75	-0.0949592929160481	9.0657726343275
0.75	4 soldiers	8 billionaires	cMorals	ofcj935	Female	23	cMorals1	99	1	1	99	key	500	d	9.0040539377284	No	1_1	4位士兵	8位亿万富翁	1	1	1	99	1	0.640753846153846	0.0425195741556254	0.718492307692308	1	0	TRUE	0.281507692307692	0	0.75	0.325833127230361	8.67822081049803
0.75	6 addicts	a billionaire	cMorals	ofcj935	Female	23	cMorals1	28	1	1	28	key	500	d	8.73117490093808	No	1_1	6位瘾君子	1位亿万富翁	1	1	1	28	1	0.36819298245614	0.044465135531742	0.736385964912281	-1	1	FALSE	-0.263614035087719	1	0.75	0.050167937080932	8.68100696385715
0.75	a nun	9 adults	cMorals	ofcj935	Female	23	cMorals1	43	1	1	43	key	500	d	8.20821938349687	No	1_1	1位修女	9位成年人	1	1	1	43	1	0.616960317460317	0.0444098094512233	0.766079365079365	-1	1	FALSE	-0.233920634920635	1	0.75	-0.470097731325657	8.67831711482252
0.75	a nun	5 mentors	cMorals	ofcj935	Female	23	cMorals1	81	1	1	81	key	500	k	8.26513562993745	Yes	1_1	1位修女	5位导师	1	1	1	81	1	0.603466666666667	0.0444483106426516	0.793066666666667	-1	0	FALSE	-0.206933333333333	0	0.75	-0.413085199345709	8.67822082928315
0.75	an orphan	3 olympians	cMorals	ofcj935	Female	23	cMorals1	89	1	1	89	key	500	d	8.85123390284603	No	1_1	1个孤儿	3个奥运选手	1	1	1	89	1	0.380125984251969	0.0421730625967106	0.760251968503937	1	0	TRUE	0.239748031496063	0	0.75	0.173013089507245	8.67822081333879
0.75	8 billionaires	4 soldiers	cMorals	ofcj935	Female	23	cMorals1	5	1	1	5	key	500	k	9.16146520419405	Yes	1_1	8位亿万富翁	4位士兵	1	1	1	5	1	0.640753846153846	0.0425195741556254	0.718492307692308	-1	0	FALSE	-0.281507692307692	0	0.75	-0.0017688927189905	9.16323409691304
0.85	47 olympians	4 soldiers	cMorals	ofcj935	Female	23	cMorals1	69	1	1	69	key	500	k	9.220488703028	Yes	1_1	47名奥运选手	4位士兵	1	1	1	69	1	0.557951612903226	0.0440600565486244	0.884096774193548	-1	0	FALSE	-0.115903225806452	0	0.85	0.542267610621574	8.67822109240642
0.85	53 judges	50 elderly people	cMorals	ofcj935	Female	23	cMorals1	17	1	1	17	key	500	k	8.61613313927114	Yes	1_1	53位法官	50位老人	1	1	1	17	1	0.563255813953488	0.0440393830572247	0.873488372093023	-1	0	FALSE	-0.126511627906977	0	0.85	-0.0949476609600062	8.71108080023115
0.85	a nun	an astronaut	cMorals	ofcj935	Female	23	cMorals1	61	1	1	61	key	500	d	8.60483770126828	No	1_1	1位修女	1位宇航员	1	1	1	61	1	0.415007874015748	0.0433842704623347	0.830015748031496	-1	1	FALSE	-0.169984251968504	1	0.85	-0.0733848072065637	8.67822250847485
0.85	48 nuns	9 judges	cMorals	ofcj935	Female	23	cMorals1	106	1	1	106	key	500	k	8.40065937516023	Yes	1_1	48位修女	9个法官	1	1	1	106	1	0.573053097345133	0.0447270675766799	0.853893805309734	1	1	TRUE	0.146106194690266	1	0.85	-0.277561435070718	8.67822081023095
0.85	53 judges	47 university students	cMorals	ofcj935	Female	23	cMorals1	3	1	1	3	key	500	d	9.51738379790658	No	1_1	53位法官	47位大学生	1	1	1	3	1	0.599642857142857	0.0439065957712046	0.800714285714286	-1	1	FALSE	-0.199285714285714	1	0.85	0.0795343354179057	9.43784946248868
