overlapRound	IA.1.org	IB.1.org	Exp_Name	sn	Gender	Birth	cond	Trial	BlockNum	BlockIt	TrialinBlock	respType	posttgap	keybResp	keybRT	keyDef	Set	IA.1	IB.1	nIA	nIB	ones	trial	trial_type	averageP	sdP	overlap	direct.xVy	correct	targetPresent	dirOverlap	correct01	overlapRoundSN	res.RT	fit.RT
0.05	47 pedophiles	4 soldiers	cMorals	dtty169	Female	23	cMorals1	116	1	1	116	key	500	d	7.96998017020198	No	1_1	47个恋童癖	4位士兵	1	1	1	116	1	0.954682926829268	0.0190007253027945	0.0906341463414635	-1	1	FALSE	-0.909365853658537	1	0.05	0.0695371383551944	7.90044303184678
0.05	an orphan	a pedophile	cMorals	dtty169	Female	23	cMorals1	10	1	1	10	key	500	k	7.74569520442815	Yes	1_1	1个孤儿	1位恋童癖的人	1	1	1	10	1	0.0280813008130081	0.0154203479030839	0.0561626016260163	1	1	TRUE	0.943837398373984	1	0.05	-0.369920132068047	8.1156153364962
0.05	an astronaut	a rapist	cMorals	dtty169	Female	23	cMorals1	40	1	1	40	key	500	k	7.39092189478356	Yes	1_1	1位宇航员	1位强奸犯	1	1	1	40	1	0.0485230769230769	0.0188094070558801	0.0970461538461539	1	1	TRUE	0.902953846153846	1	0.05	-0.509816354821944	7.90073824960551
0.05	9 rapists	an orphan	cMorals	dtty169	Female	23	cMorals1	71	1	1	71	key	500	d	7.47164762368482	No	1_1	9个强奸犯	1个孤儿	1	1	1	71	1	0.0367542372881356	0.0179250909145159	0.0735084745762712	-1	1	FALSE	-0.926491525423729	1	0.05	-0.428795733290509	7.90044335697533
0.15	6 police officers	a rapist	cMorals	dtty169	Female	23	cMorals1	51	1	1	51	key	500	k	8.35854909797664	Yes	1_1	6位警察	1位强奸犯	1	1	1	51	1	0.935671875	0.0220517568722546	0.12865625	1	1	TRUE	0.87134375	1	0.15	0.458079732777793	7.90046936519885
0.15	a terrorist	53 adults	cMorals	dtty169	Female	23	cMorals1	21	1	1	21	key	500	k	7.76561148900396	Yes	1_1	1位恐怖分子	53位成年人	1	1	1	21	1	0.943404958677686	0.0213658016064366	0.113190082644628	-1	0	FALSE	-0.886809917355372	0	0.15	-0.154024870883165	7.91963635988712
0.15	a rapist	50 elderly people	cMorals	dtty169	Female	23	cMorals1	118	1	1	118	key	500	d	7.73503991848174	No	1_1	1位强奸犯	50位老人	1	1	1	118	1	0.938395348837209	0.0209438521442713	0.123209302325581	-1	1	FALSE	-0.876790697674419	1	0.15	-0.165403113359171	7.90044303184091
0.15	a pedophile	6 police officers	cMorals	dtty169	Female	23	cMorals1	26	1	1	26	key	500	d	7.49108759353488	No	1_1	1位恋童癖的人	6位警察	1	1	1	26	1	0.942136	0.0209862318181689	0.115728	-1	1	FALSE	-0.884272	1	0.15	-0.415753419722478	7.90684101325735
0.15	9 adults	a terrorist	cMorals	dtty169	Female	23	cMorals1	74	1	1	74	key	500	k	7.44014668066269	Yes	1_1	9位成年人	1位恐怖分子	1	1	1	74	1	0.94572131147541	0.0207387052138675	0.10855737704918	1	1	TRUE	0.89144262295082	1	0.15	-0.460296519362458	7.90044320002515
0.15	5 celebrities	47 pedophiles	cMorals	dtty169	Female	23	cMorals1	89	1	1	89	key	500	k	7.52833176670725	Yes	1_1	5个明星	47个恋童癖	1	1	1	89	1	0.099424	0.0257609753668578	0.198848	1	1	TRUE	0.801152	1	0.15	-0.372111271353054	7.9004430380603
0.15	48 homeless adults	53 rapists	cMorals	dtty169	Female	23	cMorals1	62	1	1	62	key	500	k	7.94204235708098	Yes	1_1	48个流浪的人	53个强奸犯	1	1	1	62	1	0.904421052631579	0.0265375688797027	0.191157894736842	1	1	TRUE	0.808842105263158	1	0.15	0.0415969763193198	7.90044538076166
0.15	an olympian	9 rapists	cMorals	dtty169	Female	23	cMorals1	16	1	1	16	key	500	k	8.10693662256476	Yes	1_1	1位奥运选手	9个强奸犯	1	1	1	16	1	0.0553660714285714	0.0209852260711954	0.110732142857143	1	1	TRUE	0.889267857142857	1	0.15	0.148915455177803	7.95802116738695
0.15	6 thieves	4 soldiers	cMorals	dtty169	Female	23	cMorals1	97	1	1	97	key	500	d	7.50279336644491	No	1_1	6个小偷	4位士兵	1	1	1	97	1	0.918112903225806	0.0237142454055405	0.163774193548387	-1	1	FALSE	-0.836225806451613	1	0.15	-0.397649666459632	7.90044303290454
0.15	8 billionaires	a pedophile	cMorals	dtty169	Female	23	cMorals1	54	1	1	54	key	500	k	7.69503012225593	Yes	1_1	8位亿万富翁	1位恋童癖的人	1	1	1	54	1	0.914484615384615	0.0253217720328662	0.171030769230769	1	1	TRUE	0.828969230769231	1	0.15	-0.205426531610562	7.90045665386649
0.15	3 pedophiles	an olympian	cMorals	dtty169	Female	23	cMorals1	9	1	1	9	key	500	d	7.81375322138531	No	1_1	3个恋童癖	1位奥运选手	1	1	1	9	1	0.086078947368421	0.025957780830433	0.172157894736842	-1	1	FALSE	-0.827842105263158	1	0.15	-0.35473488655718	8.16848810794249
0.15	a rapist	a university student	cMorals	dtty169	Female	23	cMorals1	17	1	1	17	key	500	d	7.94214899531512	No	1_1	1位强奸犯	1位大学生	1	1	1	17	1	0.949645161290323	0.0204382379800172	0.100709677419355	-1	1	FALSE	-0.899290322580645	1	0.15	-0.00451469576318964	7.94666369107831
0.15	4 nuns	a rapist	cMorals	dtty169	Female	23	cMorals1	85	1	1	85	key	500	k	7.43378473648336	Yes	1_1	4位修女	1位强奸犯	1	1	1	85	1	0.902627906976744	0.0269856500907892	0.194744186046512	1	1	TRUE	0.805255813953488	1	0.15	-0.466658310349856	7.90044304683321
0.15	a terrorist	49 astronauts	cMorals	dtty169	Female	23	cMorals1	23	1	1	23	key	500	d	8.03993128449991	No	1_1	1位恐怖分子	49位宇航员	1	1	1	23	1	0.943235294117647	0.0215551616794073	0.113529411764706	-1	1	FALSE	-0.886470588235294	1	0.15	0.127120028107317	7.9128112563926
0.15	an elderly person	3 pedophiles	cMorals	dtty169	Female	23	cMorals1	28	1	1	28	key	500	k	7.87188334027045	Yes	1_1	1位老人	3个恋童癖	1	1	1	28	1	0.0651709401709402	0.0227573062131949	0.13034188034188	1	1	TRUE	0.86965811965812	1	0.15	-0.0326825654460619	7.90456590571651
0.25	3 pedophiles	52 billionaires	cMorals	dtty169	Female	23	cMorals1	79	1	1	79	key	500	d	7.80669637252118	No	1_1	3个恋童癖	52位亿万富翁	1	1	1	79	1	0.115887096774194	0.0286167530364714	0.231774193548387	-1	1	FALSE	-0.768225806451613	1	0.25	-0.0937467153758433	7.90044308789702
0.25	52 terrorists	47 olympians	cMorals	dtty169	Female	23	cMorals1	5	1	1	5	key	500	d	8.60595470269806	No	1_1	52个恐怖分子	47名奥运选手	1	1	1	5	1	0.882479338842975	0.0294338866577995	0.23504132231405	-1	1	FALSE	-0.76495867768595	1	0.25	0.0600154812858253	8.54593922141223
0.25	52 billionaires	53 rapists	cMorals	dtty169	Female	23	cMorals1	59	1	1	59	key	500	k	7.81919426013964	Yes	1_1	52位亿万富翁	53个强奸犯	1	1	1	59	1	0.8624	0.0322887029488007	0.2752	1	1	TRUE	0.7248	1	0.25	-0.0812533125151482	7.90044757265479
0.25	6 elderly people	a convict	cMorals	dtty169	Female	23	cMorals1	94	1	1	94	key	500	k	7.6490733843977	Yes	1_1	6个老人	1位罪犯	1	1	1	94	1	0.857621212121212	0.0305612462916496	0.284757575757576	1	1	TRUE	0.715242424242424	1	0.25	-0.251369649509312	7.90044303390701
0.25	53 judges	52 terrorists	cMorals	dtty169	Female	23	cMorals1	19	1	1	19	key	500	k	7.84035233713998	Yes	1_1	53位法官	52个恐怖分子	1	1	1	19	1	0.13151968503937	0.0303345193400085	0.26303937007874	1	1	TRUE	0.73696062992126	1	0.25	-0.0898753933785681	7.93022773051855
0.25	53 rapists	5 celebrities	cMorals	dtty169	Female	23	cMorals1	14	1	1	14	key	500	d	8.26015670909118	No	1_1	53个强奸犯	5个明星	1	1	1	14	1	0.866959016393443	0.0308547594227938	0.266081967213115	-1	1	FALSE	-0.733918032786885	1	0.25	0.270362449922489	7.98979425916869
0.25	4 soldiers	49 hooligans	cMorals	dtty169	Female	23	cMorals1	105	1	1	105	key	500	k	7.54475529892539	Yes	1_1	4位士兵	49个流氓	1	1	1	105	1	0.882479338842975	0.0293804131503049	0.23504132231405	1	1	TRUE	0.76495867768595	1	0.25	-0.355687733090121	7.90044303201551
0.25	48 soldiers	50 thieves	cMorals	dtty169	Female	23	cMorals1	20	1	1	20	key	500	k	7.29810674928025	Yes	1_1	48位士兵	50个小偷	1	1	1	20	1	0.86453781512605	0.0315945553306293	0.270924369747899	1	1	TRUE	0.729075630252101	1	0.25	-0.626245851617624	7.92435260089788
0.25	53 rapists	a celebrity	cMorals	dtty169	Female	23	cMorals1	12	1	1	12	key	500	d	7.72740294314617	No	1_1	53个强奸犯	1个明星	1	1	1	12	1	0.115779816513761	0.0321597098785697	0.231559633027523	-1	1	FALSE	-0.768440366972477	1	0.25	-0.311697614664972	8.03910055781114
0.25	7 convicts	4 soldiers	cMorals	dtty169	Female	23	cMorals1	48	1	1	48	key	500	d	8.04440167963867	No	1_1	7位罪犯	4位士兵	1	1	1	48	1	0.883451612903226	0.0288259611269121	0.233096774193548	-1	1	FALSE	-0.766903225806452	1	0.25	0.143907741593706	7.90049393804496
0.25	48 homeless adults	an assassin	cMorals	dtty169	Female	23	cMorals1	114	1	1	114	key	500	k	7.66011431917393	Yes	1_1	48个流浪的人	1位刺客	1	1	1	114	1	0.855704918032787	0.0316037024785078	0.288590163934426	1	1	TRUE	0.711409836065574	1	0.25	-0.240328712681974	7.9004430318559
0.25	53 judges	a rapist	cMorals	dtty169	Female	23	cMorals1	46	1	1	46	key	500	k	7.80706260580618	Yes	1_1	53位法官	1位强奸犯	1	1	1	46	1	0.896827067669173	0.0267307301167971	0.206345864661654	1	1	TRUE	0.793654135338346	1	0.25	-0.0934594235935329	7.90052202939971
0.25	a terrorist	a billionaire	cMorals	dtty169	Female	23	cMorals1	22	1	1	22	key	500	d	7.6756852039913	No	1_1	1位恐怖分子	1位亿万富翁	1	1	1	22	1	0.893864864864865	0.0300611788241438	0.21227027027027	-1	1	FALSE	-0.78772972972973	1	0.25	-0.240165208911224	7.91585041290252
0.25	a convict	an orphan	cMorals	dtty169	Female	23	cMorals1	109	1	1	109	key	500	d	7.83046536264426	No	1_1	1位罪犯	1个孤儿	1	1	1	109	1	0.129421875	0.0291538902129531	0.25884375	-1	1	FALSE	-0.74115625	1	0.25	-0.0699776692629213	7.90044303190718
0.25	a rapist	49 celebrities	cMorals	dtty169	Female	23	cMorals1	29	1	1	29	key	500	d	7.34471905414967	No	1_1	1位强奸犯	49个明星	1	1	1	29	1	0.882419847328244	0.0286444435674989	0.235160305343511	-1	1	FALSE	-0.764839694656489	1	0.25	-0.559033601154443	7.90375265530412
0.25	an assassin	48 homeless adults	cMorals	dtty169	Female	23	cMorals1	92	1	1	92	key	500	d	7.91655226333223	No	1_1	1位刺客	48个流浪的人	1	1	1	92	1	0.855704918032787	0.0316037024785078	0.288590163934426	-1	1	FALSE	-0.711409836065574	1	0.25	0.0161092282792197	7.90044303505301
0.35	51 assassins	an elderly person	cMorals	dtty169	Female	23	cMorals1	76	1	1	76	key	500	d	7.46931203914089	No	1_1	51位刺客	1位老人	1	1	1	76	1	0.158675	0.0321522044401542	0.31735	-1	1	FALSE	-0.68265	1	0.35	-0.43113110107454	7.90044314021543
0.35	5 hooligans	6 police officers	cMorals	dtty169	Female	23	cMorals1	34	1	1	34	key	500	d	7.79197726131602	No	1_1	5个流氓	6位警察	1	1	1	34	1	0.1783984375	0.0351180182578502	0.356796875	-1	1	FALSE	-0.643203125	1	0.35	-0.10956901375865	7.90154627507467
0.35	51 assassins	50 elderly people	cMorals	dtty169	Female	23	cMorals1	38	1	1	38	key	500	d	8.05933945241258	No	1_1	51位刺客	50位老人	1	1	1	38	1	0.815071428571429	0.0351166728431919	0.369857142857143	-1	1	FALSE	-0.630142857142857	1	0.35	0.158438294067884	7.9009011583447
0.35	53 adults	a convict	cMorals	dtty169	Female	23	cMorals1	96	1	1	96	key	500	k	7.2331665682181	Yes	1_1	53位成年人	1位罪犯	1	1	1	96	1	0.831893129770992	0.0322616204514054	0.336213740458015	1	1	TRUE	0.663786259541985	1	0.35	-0.667276464950422	7.90044303316852
0.35	49 hooligans	a university student	cMorals	dtty169	Female	23	cMorals1	86	1	1	86	key	500	d	7.97621759069117	No	1_1	49个流氓	1位大学生	1	1	1	86	1	0.155286956521739	0.0328554284208752	0.310573913043478	-1	1	FALSE	-0.689426086956522	1	0.35	0.0757745468173434	7.90044304387383
0.35	49 mentors	a hooligan	cMorals	dtty169	Female	23	cMorals1	78	1	1	78	key	500	k	7.40494840103133	Yes	1_1	49位导师	1个流氓	1	1	1	78	1	0.837885245901639	0.0330389521185582	0.324229508196721	1	1	TRUE	0.675770491803279	1	0.35	-0.49549470064258	7.90044310167391
0.35	an assassin	4 nuns	cMorals	dtty169	Female	23	cMorals1	41	1	1	41	key	500	d	8.09629967513633	No	1_1	1位刺客	4位修女	1	1	1	41	1	0.838047244094488	0.0320308185226346	0.323905511811024	-1	1	FALSE	-0.676094488188976	1	0.35	0.195619658206398	7.90068001692993
0.35	a thief	8 billionaires	cMorals	dtty169	Female	23	cMorals1	87	1	1	87	key	500	d	7.8971849422086	No	1_1	1个小偷	8位亿万富翁	1	1	1	87	1	0.81232	0.0352361630599472	0.37536	-1	1	FALSE	-0.62464	1	0.35	-0.00325809928959409	7.9004430414982
0.35	51 assassins	6 elderly people	cMorals	dtty169	Female	23	cMorals1	111	1	1	111	key	500	d	7.66011431917393	No	1_1	51位刺客	6个老人	1	1	1	111	1	0.153236220472441	0.031960118711349	0.306472440944882	-1	1	FALSE	-0.693527559055118	1	0.35	-0.240328712705902	7.90044303187983
0.35	49 mentors	49 hooligans	cMorals	dtty169	Female	23	cMorals1	72	1	1	72	key	500	k	7.25742574874278	Yes	1_1	49位导师	49个流氓	1	1	1	72	1	0.157941666666667	0.0330388129384608	0.315883333333333	1	1	TRUE	0.684116666666667	1	0.35	-0.643017544096619	7.9004432928394
0.45	4 homeless adults	51 convicts	cMorals	dtty169	Female	23	cMorals1	99	1	1	99	key	500	k	7.47238703731343	Yes	1_1	4个流浪的人	51个罪犯	1	1	1	99	1	0.767636363636364	0.0411898737143694	0.464727272727273	1	1	TRUE	0.535272727272727	1	0.45	-0.428055995209099	7.90044303252253
0.45	5 orphans	an addict	cMorals	dtty169	Female	23	cMorals1	45	1	1	45	key	500	k	7.52585558523844	Yes	1_1	5个孤儿	1位瘾君子	1	1	1	45	1	0.775672268907563	0.0382428524117636	0.448655462184874	1	1	TRUE	0.551344537815126	1	0.45	-0.374685855676336	7.90054144091478
0.45	a celebrity	7 assassins	cMorals	dtty169	Female	23	cMorals1	44	1	1	44	key	500	k	7.39467747863727	Yes	1_1	1个明星	7位刺客	1	1	1	44	1	0.214185185185185	0.0395021929649202	0.42837037037037	1	1	TRUE	0.57162962962963	1	0.45	-0.505888143647147	7.90056562228442
0.45	a convict	a judge	cMorals	dtty169	Female	23	cMorals1	90	1	1	90	key	500	d	7.34555849500994	No	1_1	1位罪犯	1位法官	1	1	1	90	1	0.200496124031008	0.0348817844008144	0.400992248062015	-1	1	FALSE	-0.599007751937985	1	0.45	-0.554884541821465	7.9004430368314
0.45	50 thieves	48 homeless adults	cMorals	dtty169	Female	23	cMorals1	36	1	1	36	key	500	d	8.22828369933596	No	1_1	50个小偷	48个流浪的人	1	1	1	36	1	0.776291666666667	0.0367427387151902	0.447416666666667	-1	1	FALSE	-0.552583333333333	1	0.45	0.327129735032011	7.90115396430394
0.45	52 billionaires	6 thieves	cMorals	dtty169	Female	23	cMorals1	115	1	1	115	key	500	k	8.27320897423018	Yes	1_1	52位亿万富翁	6个小偷	1	1	1	115	1	0.785887096774194	0.0355066687073038	0.428225806451613	1	1	TRUE	0.571774193548387	1	0.45	0.372765942379331	7.90044303185084
0.55	47 pedophiles	7 assassins	cMorals	dtty169	Female	23	cMorals1	104	1	1	104	key	500	d	9.03287500478767	No	1_1	47个恋童癖	7位刺客	1	1	1	104	1	0.283184210526316	0.0409760228853766	0.566368421052632	-1	1	FALSE	-0.433631578947368	1	0.55	1.13243197272665	7.90044303206103
0.55	6 elderly people	5 celebrities	cMorals	dtty169	Female	23	cMorals1	101	1	1	101	key	500	d	8.2174655279096	No	1_1	6个老人	5个明星	1	1	1	101	1	0.281100775193798	0.0410277258014636	0.562201550387597	1	0	TRUE	0.437798449612403	0	0.55	0.317022495633242	7.90044303227636
0.55	5 celebrities	an orphan	cMorals	dtty169	Female	23	cMorals1	47	1	1	47	key	500	d	7.94781995403747	No	1_1	5个明星	1个孤儿	1	1	1	47	1	0.288248	0.0403262284462693	0.576496	-1	1	FALSE	-0.423504	1	0.55	0.0473135071677406	7.90050644686973
0.55	48 soldiers	4 nuns	cMorals	dtty169	Female	23	cMorals1	37	1	1	37	key	500	d	8.47263505955701	No	1_1	48位士兵	4位修女	1	1	1	37	1	0.2542	0.0397970465741761	0.5084	1	0	TRUE	0.4916	0	0.55	0.571621329018001	7.90101373053901
0.55	a hooligan	52 terrorists	cMorals	dtty169	Female	23	cMorals1	2	1	1	2	key	500	k	9.52590994791312	Yes	1_1	1个流氓	52个恐怖分子	1	1	1	2	1	0.283512605042017	0.040976304020954	0.567025210084034	1	1	TRUE	0.432974789915966	1	0.55	0.377629310134877	9.14828063777824
0.55	51 convicts	53 judges	cMorals	dtty169	Female	23	cMorals1	61	1	1	61	key	500	d	8.24868609834114	No	1_1	51个罪犯	53位法官	1	1	1	61	1	0.259516666666667	0.0397357351872731	0.519033333333333	-1	1	FALSE	-0.480966666666667	1	0.55	0.348240140393155	7.90044595794799
0.55	an elderly person	6 addicts	cMorals	dtty169	Female	23	cMorals1	25	1	1	25	key	500	d	8.47112831028217	No	1_1	1位老人	6位瘾君子	1	1	1	25	1	0.275655462184874	0.0403354606300775	0.551310924369748	1	0	TRUE	0.448689075630252	0	0.55	0.562715166214403	7.90841314406776
0.55	3 university students	an addict	cMorals	dtty169	Female	23	cMorals1	102	1	1	102	key	500	k	7.36966373049098	Yes	1_1	3位大学生	1位瘾君子	1	1	1	102	1	0.740065040650406	0.0412323683363082	0.519869918699187	1	1	TRUE	0.480130081300813	1	0.55	-0.530779301697385	7.90044303218837
0.65	49 astronauts	6 addicts	cMorals	dtty169	Female	23	cMorals1	6	1	1	6	key	500	k	8.10648435897783	Yes	1_1	49位宇航员	6位瘾君子	1	1	1	6	1	0.692639344262295	0.0409220200552774	0.61472131147541	1	1	TRUE	0.38527868852459	1	0.65	-0.312128619414999	8.41861297839283
0.65	a rapist	53 rapists	cMorals	dtty169	Female	23	cMorals1	57	1	1	57	key	500	d	8.60677792115179	No	1_1	1位强奸犯	53个强奸犯	1	1	1	57	1	0.321650406504065	0.0407016701915461	0.64330081300813	1	0	TRUE	0.35669918699187	0	0.65	0.706327842753574	7.90045007839821
0.65	9 judges	an elderly person	cMorals	dtty169	Female	23	cMorals1	110	1	1	110	key	500	d	7.81282327084346	No	1_1	9个法官	1位老人	1	1	1	110	1	0.315407079646018	0.0429378311835935	0.630814159292035	-1	1	FALSE	-0.369185840707965	1	0.65	-0.0876197610485558	7.90044303189201
0.65	9 judges	an orphan	cMorals	dtty169	Female	23	cMorals1	80	1	1	80	key	500	k	8.61727379281765	Yes	1_1	9个法官	1个孤儿	1	1	1	80	1	0.307391304347826	0.0426171415937252	0.614782608695652	-1	0	FALSE	-0.385217391304348	0	0.65	0.716830715979984	7.90044307683767
0.65	48 soldiers	50 police officers	cMorals	dtty169	Female	23	cMorals1	15	1	1	15	key	500	d	7.53465581372952	No	1_1	48位士兵	50位警官	1	1	1	15	1	0.660209090909091	0.044718650377397	0.679581818181818	1	0	TRUE	0.320418181818182	0	0.65	-0.437513622442852	7.97216943617238
0.65	an assassin	52 terrorists	cMorals	dtty169	Female	23	cMorals1	108	1	1	108	key	500	k	8.4260423495553	Yes	1_1	1位刺客	52个恐怖分子	1	1	1	108	1	0.34716	0.0409183664472656	0.69432	1	1	TRUE	0.30568	1	0.65	0.525599317629215	7.90044303192609
0.75	49 celebrities	9 adults	cMorals	dtty169	Female	23	cMorals1	24	1	1	24	key	500	d	7.84737183615979	No	1_1	49个明星	9位成年人	1	1	1	24	1	0.384685039370079	0.0425803141803327	0.769370078740158	-1	1	FALSE	-0.230629921259842	1	0.75	-0.0629997473241861	7.91037158348397
0.75	48 homeless adults	a soldier	cMorals	dtty169	Female	23	cMorals1	88	1	1	88	key	500	k	8.47878494812487	Yes	1_1	48个流浪的人	1位士兵	1	1	1	88	1	0.393127118644068	0.044716156519456	0.786254237288136	-1	0	FALSE	-0.213745762711864	0	0.75	0.578341908533708	7.90044303959116
0.75	a police officer	a nun	cMorals	dtty169	Female	23	cMorals1	39	1	1	39	key	500	d	7.8379883629884	No	1_1	1位警察	1位修女	1	1	1	39	1	0.378480916030534	0.0421688917059884	0.756961832061069	1	0	TRUE	0.243038167938931	0	0.75	-0.0628224283969692	7.90081079138537
0.75	8 billionaires	6 addicts	cMorals	dtty169	Female	23	cMorals1	73	1	1	73	key	500	k	7.77963424747551	Yes	1_1	8位亿万富翁	6位瘾君子	1	1	1	73	1	0.3566953125	0.0425971718293181	0.713390625	1	1	TRUE	0.286609375	1	0.75	-0.120808993878977	7.90044324135449
0.75	9 judges	a university student	cMorals	dtty169	Female	23	cMorals1	67	1	1	67	key	500	k	8.15297558728291	Yes	1_1	9个法官	1位大学生	1	1	1	67	1	0.366078947368421	0.0444221442213966	0.732157894736842	-1	0	FALSE	-0.267842105263158	0	0.75	0.252531772450375	7.90044381483253
0.75	48 nuns	a soldier	cMorals	dtty169	Female	23	cMorals1	43	1	1	43	key	500	k	7.84791877525854	Yes	1_1	48位修女	1位士兵	1	1	1	43	1	0.363581196581197	0.0445623540015613	0.727162393162393	-1	0	FALSE	-0.272837606837607	0	0.75	-0.052676970312767	7.9005957455713
0.75	49 hooligans	a pedophile	cMorals	dtty169	Female	23	cMorals1	113	1	1	113	key	500	k	8.04134853654933	Yes	1_1	49个流氓	1位恋童癖的人	1	1	1	113	1	0.626206611570248	0.0425865387820962	0.747586776859504	1	1	TRUE	0.252413223140496	1	0.75	0.140905504687125	7.9004430318622
0.75	49 mentors	48 soldiers	cMorals	dtty169	Female	23	cMorals1	84	1	1	84	key	500	d	7.86691391108347	No	1_1	49位导师	48位士兵	1	1	1	84	1	0.637900826446281	0.0425567034516162	0.724198347107438	-1	1	FALSE	-0.275801652892562	1	0.75	-0.0335291394363137	7.90044305051978
0.75	7 convicts	8 terrorists	cMorals	dtty169	Female	23	cMorals1	27	1	1	27	key	500	k	8.40706577657605	Yes	1_1	7位罪犯	8位恐怖分子	1	1	1	27	1	0.637074380165289	0.043295096819966	0.725851239669421	1	1	TRUE	0.274148760330579	1	0.75	0.501486786164332	7.90557899041172
0.75	a rapist	50 thieves	cMorals	dtty169	Female	23	cMorals1	13	1	1	13	key	500	d	8.32049681011397	No	1_1	1位强奸犯	50个小偷	1	1	1	13	1	0.6124765625	0.0404806926448196	0.775046875	-1	1	FALSE	-0.224953125	1	0.75	0.308746904614109	8.01174990549987
0.85	52 billionaires	an adult	cMorals	dtty169	Female	23	cMorals1	69	1	1	69	key	500	k	7.60618846398318	Yes	1_1	52位亿万富翁	1位成年人	1	1	1	69	1	0.442581967213115	0.0449693631518608	0.88516393442623	-1	0	FALSE	-0.11483606557377	0	0.85	-0.29425507241554	7.90044353639872
0.85	3 olympians	a police officer	cMorals	dtty169	Female	23	cMorals1	68	1	1	68	key	500	k	7.93894489134556	Yes	1_1	3个奥运选手	1位警察	1	1	1	68	1	0.441985294117647	0.0432678739583464	0.883970588235294	-1	0	FALSE	-0.116029411764706	0	0.85	0.0385012309628019	7.90044366038276
0.85	48 homeless adults	4 soldiers	cMorals	dtty169	Female	23	cMorals1	112	1	1	112	key	500	d	7.89896793737355	No	1_1	48个流浪的人	4位士兵	1	1	1	112	1	0.599360655737705	0.0455534230449856	0.80127868852459	-1	1	FALSE	-0.19872131147541	1	0.85	-0.00147509449650141	7.90044303187005
0.85	52 terrorists	49 hooligans	cMorals	dtty169	Female	23	cMorals1	103	1	1	103	key	500	d	7.54934597262768	No	1_1	52个恐怖分子	49个流氓	1	1	1	103	1	0.553102564102564	0.0448552457664853	0.893794871794872	-1	1	FALSE	-0.106205128205128	1	0.85	-0.351097059490049	7.90044303211773
0.85	a judge	49 mentors	cMorals	dtty169	Female	23	cMorals1	60	1	1	60	key	500	d	7.43667619099615	No	1_1	1位法官	49位导师	1	1	1	60	1	0.593715447154472	0.0437404541137472	0.812569105691057	-1	1	FALSE	-0.187430894308943	1	0.85	-0.463770485966092	7.90044667696224
0.85	4 homeless adults	a judge	cMorals	dtty169	Female	23	cMorals1	82	1	1	82	key	500	d	7.81193294296284	No	1_1	4个流浪的人	1位法官	1	1	1	82	1	0.568820512820513	0.0442121262614485	0.862358974358974	1	0	TRUE	0.137641025641026	0	0.85	-0.0885101178702996	7.90044306083314
0.85	4 nuns	5 mentors	cMorals	dtty169	Female	23	cMorals1	1	1	1	1	key	500	d	9.24090837354607	No	1_1	4位修女	5位导师	1	1	1	1	1	0.403386554621849	0.0478116274970341	0.806773109243697	-1	1	FALSE	-0.193226890756303	1	0.85	-0.213994590203939	9.45490296375001
0.85	47 university students	a mentor	cMorals	dtty169	Female	23	cMorals1	64	1	1	64	key	500	k	9.10685587327935	Yes	1_1	47位大学生	1位导师	1	1	1	64	1	0.572	0.04488946921405	0.856	1	1	TRUE	0.144	1	0.85	1.20641132779232	7.90044454548703
0.85	50 addicts	51 convicts	cMorals	dtty169	Female	23	cMorals1	4	1	1	4	key	500	d	9.5324093782832	No	1_1	50个瘾君子	51个罪犯	1	1	1	4	1	0.592060344827586	0.0449940544693318	0.815879310344828	1	0	TRUE	0.184120689655172	0	0.85	0.827856934996488	8.70455244328671
0.85	50 police officers	an olympian	cMorals	dtty169	Female	23	cMorals1	63	1	1	63	key	500	d	8.09498875930377	No	1_1	50位警官	1位奥运选手	1	1	1	63	1	0.573271028037383	0.0480184685832058	0.853457943925234	1	0	TRUE	0.146542056074766	0	0.85	0.194543841876548	7.90044491742723
0.85	3 university students	9 adults	cMorals	dtty169	Female	23	cMorals1	66	1	1	66	key	500	d	7.6500735035542	No	1_1	3位大学生	9位成年人	1	1	1	66	1	0.417875968992248	0.04513136689234	0.835751937984496	-1	1	FALSE	-0.164248062015504	1	0.85	-0.250370503679946	7.90044400723415
0.85	49 mentors	a billionaire	cMorals	dtty169	Female	23	cMorals1	98	1	1	98	key	500	d	7.72015108736537	No	1_1	49位导师	1位亿万富翁	1	1	1	98	1	0.570431034482759	0.0459989301331309	0.859137931034483	1	0	TRUE	0.140862068965517	0	0.85	-0.180291945327272	7.90044303269264
0.85	a nun	48 homeless adults	cMorals	dtty169	Female	23	cMorals1	49	1	1	49	key	500	d	8.16596055407163	No	1_1	1位修女	48个流浪的人	1	1	1	49	1	0.563834710743802	0.0470379494866383	0.872330578512397	-1	1	FALSE	-0.127669421487603	1	0.85	0.265476657444682	7.90048389662695
0.85	48 nuns	5 celebrities	cMorals	dtty169	Female	23	cMorals1	75	1	1	75	key	500	k	7.4634204162345	Yes	1_1	48位修女	5个明星	1	1	1	75	1	0.570772357723577	0.043825612569311	0.858455284552845	1	1	TRUE	0.141544715447155	1	0.85	-0.437022750613655	7.90044316684815
