IA1	IB1	averageP	sdP	overlap	direction
3 university students	3 Olympians	0.496985074626866	0.0430954042033641	0.993970149253731	-1
3 university students	3 pedophiles	0.911547619047619	0.0265857571171829	0.176904761904762	1
3 university students	4 Members of Parliament	0.645360294117647	0.0407875603119477	0.709279411764706	1
3 university students	4 homeless adults	0.444467741935484	0.0436739024024897	0.888935483870968	-1
3 university students	4 nuns	0.516674418604651	0.043552346761855	0.966651162790698	1
3 university students	4 soldiers	0.311476923076923	0.0417213589910062	0.622953846153846	-1
3 university students	47 university students	0.366504	0.0445787982481948	0.733008	-1
3 university students	47 Olympians	0.389803149606299	0.0438257799308023	0.779606299212598	-1
3 university students	47 pedophiles	0.925488	0.022955452703199	0.149024	1
3 university students	48 Members of Parliament	0.544387596899225	0.0427520183426679	0.91122480620155	1
3 university students	48 homeless adults	0.463096774193548	0.0444065274663208	0.926193548387097	-1
3 university students	48 nuns	0.480837398373984	0.0464092615848648	0.961674796747968	-1
3 university students	48 soldiers	0.254806451612903	0.0397696795694033	0.509612903225806	-1
3 university students	49 astronauts	0.395452380952381	0.042907304051275	0.790904761904762	-1
3 university students	49 celebrities	0.536679389312977	0.0436883572108104	0.926641221374046	1
3 university students	49 hooligans	0.813211382113821	0.034912821955225	0.373577235772358	1
3 university students	49 mentors	0.414146153846154	0.0421262332848948	0.828292307692308	-1
3 university students	49 orphans	0.303661417322835	0.0393817225220927	0.607322834645669	-1
3 university students	5 astronauts	0.437088	0.0435181581191815	0.874176	-1
3 university students	5 celebrities	0.587325757575758	0.0438391998699113	0.825348484848485	1
3 university students	5 hooligans	0.776406015037594	0.0361281477177904	0.447187969924812	1
3 university students	5 mentors	0.434853658536585	0.0440971669483876	0.869707317073171	-1
3 university students	5 orphans	0.395186046511628	0.0424552586218665	0.790372093023256	-1
3 university students	50 addicts	0.6284	0.0433705138872902	0.7432	1
3 university students	50 elderly people	0.390162790697674	0.0437014224857409	0.780325581395349	-1
3 university students	50 police officers	0.431579831932773	0.0456352252325989	0.863159663865546	-1
3 university students	50 thieves	0.792953125	0.0356928397973203	0.41409375	1
3 university students	51 assassins	0.790815384615385	0.0365938810442588	0.418369230769231	1
3 university students	51 convicts	0.751478991596639	0.0392323776885925	0.497042016806723	1
3 university students	52 billionaires	0.512846153846154	0.0413514293578917	0.974307692307692	1
3 university students	52 terrorists	0.877149606299213	0.0280211653310056	0.245700787401575	1
