Exp_Name	sn	Gender	Birth	cond	sess	Trial	BlockNum	BlockIt	TrialinBlock	StimNum	FrameNum	FrameName	respType	posttgap	stim_dur	Resp_Boo	keybResp	keybRT	keyDef	FeedBack	ShowFeedBack	Set	IA.1	IB.1	nIA	nIB	IA.1.org	IB.1.org	ones	trial	trial_type
cMorals	dtty169	Female	23	cMorals1	NA	1	1	1	1	2461	6	test	key	500	NA	True	d	10310.4000000358	No	NA	NA	1_1	4位修女	5位导师	1	1	4 nuns	5 mentors	1	1	1
cMorals	dtty169	Female	23	cMorals1	NA	2	1	1	2	223	6	test	key	500	NA	True	k	13710.3999999762	Yes	NA	NA	1_1	1个流氓	52个恐怖分子	1	1	a hooligan	52 terrorists	1	2	1
cMorals	dtty169	Female	23	cMorals1	NA	3	1	1	3	1372	6	test	key	500	NA	True	d	3871.39999997616	No	NA	NA	1_1	1位警察	6位警察	1	1	a police officer	6 police officers	1	3	1
cMorals	dtty169	Female	23	cMorals1	NA	4	1	1	4	2636	6	test	key	500	NA	True	d	13799.7999999523	No	NA	NA	1_1	50个瘾君子	51个罪犯	1	1	50 addicts	51 convicts	1	4	1
cMorals	dtty169	Female	23	cMorals1	NA	5	1	1	5	2975	6	test	key	500	NA	True	d	5464.10000002384	No	NA	NA	1_1	52个恐怖分子	47名奥运选手	1	1	52 terrorists	47 Olympians	1	5	1
cMorals	dtty169	Female	23	cMorals1	NA	6	1	1	6	2245	6	test	key	500	NA	True	k	3315.89999997616	Yes	NA	NA	1_1	49位宇航员	6位瘾君子	1	1	49 astronauts	6 addicts	1	6	1
cMorals	dtty169	Female	23	cMorals1	NA	7	1	1	7	2118	6	test	key	500	NA	True	d	3878	No	NA	NA	1_1	49个明星	48个流浪的人	1	1	49 celebrities	48 homeless adults	1	7	1
cMorals	dtty169	Female	23	cMorals1	NA	8	1	1	8	3700	6	test	key	500	NA	True	d	6430.40000003576	No	NA	NA	1_1	6个老人	5位宇航员	1	1	6 elderly people	5 astronauts	1	8	1
cMorals	dtty169	Female	23	cMorals1	NA	9	1	1	9	1516	6	test	key	500	NA	True	d	2474.40000003576	No	NA	NA	1_1	3个恋童癖	1位奥运选手	1	1	3 pedophiles	an Olympian	1	9	1
cMorals	dtty169	Female	23	cMorals1	NA	10	1	1	10	3	6	test	key	500	NA	True	k	2311.59999996424	Yes	NA	NA	1_1	1个孤儿	1位恋童癖的人	1	1	an orphan	a pedophile	1	10	1
cMorals	dtty169	Female	23	cMorals1	NA	11	1	1	11	554	6	test	key	500	NA	True	d	2860.5	No	NA	NA	1_1	1位士兵	47位大学生	1	1	a soldier	47 university students	1	11	1
cMorals	dtty169	Female	23	cMorals1	NA	12	1	1	12	3115	6	test	key	500	NA	True	d	2269.69999998808	No	NA	NA	1_1	53个强奸犯	1个明星	1	1	53 rapists	a celebrity	1	12	1
cMorals	dtty169	Female	23	cMorals1	NA	13	1	1	13	847	6	test	key	500	NA	True	d	4107.19999998808	No	NA	NA	1_1	1位强奸犯	50个小偷	1	1	a rapist	50 thieves	1	13	1
cMorals	dtty169	Female	23	cMorals1	NA	14	1	1	14	3079	6	test	key	500	NA	True	d	3866.70000004768	No	NA	NA	1_1	53个强奸犯	5个明星	1	1	53 rapists	5 celebrities	1	14	1
cMorals	dtty169	Female	23	cMorals1	NA	15	1	1	15	1995	6	test	key	500	NA	True	d	1871.80000001192	No	NA	NA	1_1	48位士兵	50位警官	1	1	48 soldiers	50 police officers	1	15	1
cMorals	dtty169	Female	23	cMorals1	NA	16	1	1	16	657	6	test	key	500	NA	True	k	3317.39999997616	Yes	NA	NA	1_1	1位奥运选手	9个强奸犯	1	1	an Olympian	9 rapists	1	16	1
cMorals	dtty169	Female	23	cMorals1	NA	17	1	1	17	901	6	test	key	500	NA	True	d	2813.39999997616	No	NA	NA	1_1	1位强奸犯	1位大学生	1	1	a rapist	a university student	1	17	1
cMorals	dtty169	Female	23	cMorals1	NA	18	1	1	18	3266	6	test	key	500	NA	True	d	5690.09999996424	No	NA	NA	1_1	5个孤儿	52位亿万富翁	1	1	5 orphans	52 billionaires	1	18	1
cMorals	dtty169	Female	23	cMorals1	NA	19	1	1	19	3237	6	test	key	500	NA	True	k	2541.10000002384	Yes	NA	NA	1_1	53位法官	52个恐怖分子	1	1	53 judges	52 terrorists	1	19	1
cMorals	dtty169	Female	23	cMorals1	NA	20	1	1	20	1986	6	test	key	500	NA	True	k	1477.5	Yes	NA	NA	1_1	48位士兵	50个小偷	1	1	48 soldiers	50 thieves	1	20	1
cMorals	dtty169	Female	23	cMorals1	NA	21	1	1	21	976	6	test	key	500	NA	True	k	2358.09999996424	Yes	NA	NA	1_1	1位恐怖分子	53位成年人	1	1	a terrorist	53 adults	1	21	1
cMorals	dtty169	Female	23	cMorals1	NA	22	1	1	22	987	6	test	key	500	NA	True	d	2155.30000001192	No	NA	NA	1_1	1位恐怖分子	1位亿万富翁	1	1	a terrorist	a billionaire	1	22	1
cMorals	dtty169	Female	23	cMorals1	NA	23	1	1	23	996	6	test	key	500	NA	True	d	3102.40000003576	No	NA	NA	1_1	1位恐怖分子	49位宇航员	1	1	a terrorist	49 astronauts	1	23	1
cMorals	dtty169	Female	23	cMorals1	NA	24	1	1	24	2101	6	test	key	500	NA	True	d	2559	No	NA	NA	1_1	49个明星	9位成年人	1	1	49 celebrities	9 adults	1	24	1
cMorals	dtty169	Female	23	cMorals1	NA	25	1	1	25	1329	6	test	key	500	NA	True	d	4774.89999997616	No	NA	NA	1_1	1位老人	6位瘾君子	1	1	an elderly person	6 addicts	1	25	1
cMorals	dtty169	Female	23	cMorals1	NA	26	1	1	26	974	6	test	key	500	NA	True	d	1792	No	NA	NA	1_1	1位恋童癖的人	6位警察	1	1	a pedophile	6 police officers	1	26	1
cMorals	dtty169	Female	23	cMorals1	NA	27	1	1	27	3953	6	test	key	500	NA	True	k	4478.60000002384	Yes	NA	NA	1_1	7位罪犯	8位恐怖分子	1	1	7 convicts	8 terrorists	1	27	1
cMorals	dtty169	Female	23	cMorals1	NA	28	1	1	28	1316	6	test	key	500	NA	True	k	2622.5	Yes	NA	NA	1_1	1位老人	3个恋童癖	1	1	an elderly person	3 pedophiles	1	28	1
cMorals	dtty169	Female	23	cMorals1	NA	29	1	1	29	899	6	test	key	500	NA	True	d	1548	No	NA	NA	1_1	1位强奸犯	49个明星	1	1	a rapist	49 celebrities	1	29	1
cMorals	dtty169	Female	23	cMorals1	NA	30	1	1	30	270	6	test	key	500	NA	True	d	2231.90000003576	No	NA	NA	1_1	1个流浪的人	3个奥运选手	1	1	a homeless adult	3 Olympians	1	30	1
cMorals	dtty169	Female	23	cMorals1	NA	31	1	1	31	3714	6	test	key	500	NA	True	d	2985.80000001192	No	NA	NA	1_1	6位瘾君子	50个瘾君子	1	1	6 addicts	50 addicts	1	31	1
cMorals	dtty169	Female	23	cMorals1	NA	32	1	1	32	402	6	test	key	500	NA	True	d	2208.30000001192	No	NA	NA	1_1	1位修女	1位宇航员	1	1	a nun	an astronaut	1	32	1
cMorals	dtty169	Female	23	cMorals1	NA	33	1	1	33	3914	6	test	key	500	NA	True	k	4124.69999998808	Yes	NA	NA	1_1	7位罪犯	1位罪犯	1	1	7 convicts	a convict	1	33	1
cMorals	dtty169	Female	23	cMorals1	NA	34	1	1	34	3385	6	test	key	500	NA	True	d	2421.09999996424	No	NA	NA	1_1	5个流氓	6位警察	1	1	5 hooligans	6 police officers	1	34	1
cMorals	dtty169	Female	23	cMorals1	NA	35	1	1	35	1812	6	test	key	500	NA	True	d	6932	No	NA	NA	1_1	47名奥运选手	5位导师	1	1	47 Olympians	5 mentors	1	35	1
cMorals	dtty169	Female	23	cMorals1	NA	36	1	1	36	2549	6	test	key	500	NA	True	d	3745.40000003576	No	NA	NA	1_1	50个小偷	48个流浪的人	1	1	50 thieves	48 homeless adults	1	36	1
cMorals	dtty169	Female	23	cMorals1	NA	37	1	1	37	1968	6	test	key	500	NA	True	d	4782.10000002384	No	NA	NA	1_1	48位士兵	4位修女	1	1	48 soldiers	4 nuns	1	37	1
cMorals	dtty169	Female	23	cMorals1	NA	38	1	1	38	2878	6	test	key	500	NA	True	d	3163.19999998808	No	NA	NA	1_1	51位刺客	50位老人	1	1	51 assassins	50 elderly people	1	38	1
cMorals	dtty169	Female	23	cMorals1	NA	39	1	1	39	1427	6	test	key	500	NA	True	d	2535.10000002384	No	NA	NA	1_1	1位警察	1位修女	1	1	a police officer	a nun	1	39	1
cMorals	dtty169	Female	23	cMorals1	NA	40	1	1	40	755	6	test	key	500	NA	True	k	1621.20000004768	Yes	NA	NA	1_1	1位宇航员	1位强奸犯	1	1	an astronaut	a rapist	1	40	1
cMorals	dtty169	Female	23	cMorals1	NA	41	1	1	41	474	6	test	key	500	NA	True	d	3282.29999995232	No	NA	NA	1_1	1位刺客	4位修女	1	1	an assassin	4 nuns	1	41	1
cMorals	dtty169	Female	23	cMorals1	NA	42	1	1	42	3469	6	test	key	500	NA	True	d	2824.40000003576	No	NA	NA	1_1	5位宇航员	47名奥运选手	1	1	5 astronauts	47 Olympians	1	42	1
cMorals	dtty169	Female	23	cMorals1	NA	43	1	1	43	1893	6	test	key	500	NA	True	k	2560.39999997616	Yes	NA	NA	1_1	48位修女	1位士兵	1	1	48 nuns	a soldier	1	43	1
cMorals	dtty169	Female	23	cMorals1	NA	44	1	1	44	186	6	test	key	500	NA	True	k	1627.29999995232	Yes	NA	NA	1_1	1个明星	7位刺客	1	1	a celebrity	7 assassins	1	44	1
cMorals	dtty169	Female	23	cMorals1	NA	45	1	1	45	3257	6	test	key	500	NA	True	k	1855.40000003576	Yes	NA	NA	1_1	5个孤儿	1位瘾君子	1	1	5 orphans	an addict	1	45	1
cMorals	dtty169	Female	23	cMorals1	NA	46	1	1	46	3232	6	test	key	500	NA	True	k	2457.89999997616	Yes	NA	NA	1_1	53位法官	1位强奸犯	1	1	53 judges	a rapist	1	46	1
cMorals	dtty169	Female	23	cMorals1	NA	47	1	1	47	3319	6	test	key	500	NA	True	d	2829.40000003576	No	NA	NA	1_1	5个明星	1个孤儿	1	1	5 celebrities	an orphan	1	47	1
cMorals	dtty169	Female	23	cMorals1	NA	48	1	1	48	3926	6	test	key	500	NA	True	d	3116.30000001192	No	NA	NA	1_1	7位罪犯	4位士兵	1	1	7 convicts	4 soldiers	1	48	1
cMorals	dtty169	Female	23	cMorals1	NA	49	1	1	49	415	6	test	key	500	NA	True	d	3519.09999996424	No	NA	NA	1_1	1位修女	48个流浪的人	1	1	a nun	48 homeless adults	1	49	1
cMorals	dtty169	Female	23	cMorals1	NA	50	1	1	50	3832	6	test	key	500	NA	True	d	2740.5	No	NA	NA	1_1	6位警察	49位宇航员	1	1	6 police officers	49 astronauts	1	50	1
cMorals	dtty169	Female	23	cMorals1	NA	51	1	1	51	3826	6	test	key	500	NA	True	k	4266.5	Yes	NA	NA	1_1	6位警察	1位强奸犯	1	1	6 police officers	a rapist	1	51	1
cMorals	dtty169	Female	23	cMorals1	NA	52	1	1	52	763	6	test	key	500	NA	True	d	4160.39999997616	No	NA	NA	1_1	1位宇航员	1位修女	1	1	an astronaut	a nun	1	52	1
cMorals	dtty169	Female	23	cMorals1	NA	53	1	1	53	1742	6	test	key	500	NA	True	k	4263.69999998808	Yes	NA	NA	1_1	47位大学生	8位亿万富翁	1	1	47 university students	8 billionaires	1	53	1
cMorals	dtty169	Female	23	cMorals1	NA	54	1	1	54	3990	6	test	key	500	NA	True	k	2197.39999997616	Yes	NA	NA	1_1	8位亿万富翁	1位恋童癖的人	1	1	8 billionaires	a pedophile	1	54	1
cMorals	dtty169	Female	23	cMorals1	NA	55	1	1	55	3789	6	test	key	500	NA	True	d	6955.19999998808	No	NA	NA	1_1	6位警察	1位成年人	1	1	6 police officers	an adult	1	55	1
cMorals	dtty169	Female	23	cMorals1	NA	56	1	1	56	294	6	test	key	500	NA	True	d	4938.19999998808	No	NA	NA	1_1	1个流浪的人	1位亿万富翁	1	1	a homeless adult	a billionaire	1	56	1
cMorals	dtty169	Female	23	cMorals1	NA	57	1	1	57	854	6	test	key	500	NA	True	d	5468.59999996424	No	NA	NA	1_1	1位强奸犯	53个强奸犯	1	1	a rapist	53 rapists	1	57	1
cMorals	dtty169	Female	23	cMorals1	NA	58	1	1	58	566	6	test	key	500	NA	True	d	2652.40000003576	No	NA	NA	1_1	1位士兵	48位士兵	1	1	a soldier	48 soldiers	1	58	1
cMorals	dtty169	Female	23	cMorals1	NA	59	1	1	59	3008	6	test	key	500	NA	True	k	2487.90000003576	Yes	NA	NA	1_1	52位亿万富翁	53个强奸犯	1	1	52 billionaires	53 rapists	1	59	1
cMorals	dtty169	Female	23	cMorals1	NA	60	1	1	60	1114	6	test	key	500	NA	True	d	1697.09999996424	No	NA	NA	1_1	1位法官	49位导师	1	1	a judge	49 mentors	1	60	1
cMorals	dtty169	Female	23	cMorals1	NA	61	1	1	61	2824	6	test	key	500	NA	True	d	3822.59999996424	No	NA	NA	1_1	51个罪犯	53位法官	1	1	51 convicts	53 judges	1	61	1
cMorals	dtty169	Female	23	cMorals1	NA	62	1	1	62	1845	6	test	key	500	NA	True	k	2813.09999996424	Yes	NA	NA	1_1	48个流浪的人	53个强奸犯	1	1	48 homeless adults	53 rapists	1	62	1
cMorals	dtty169	Female	23	cMorals1	NA	63	1	1	63	2772	6	test	key	500	NA	True	d	3278	No	NA	NA	1_1	50位警官	1位奥运选手	1	1	50 police officers	an Olympian	1	63	1
cMorals	dtty169	Female	23	cMorals1	NA	64	1	1	64	1755	6	test	key	500	NA	True	k	9016.90000003576	Yes	NA	NA	1_1	47位大学生	1位导师	1	1	47 university students	a mentor	1	64	1
cMorals	dtty169	Female	23	cMorals1	NA	65	1	1	65	2448	6	test	key	500	NA	True	k	2957.30000001192	Yes	NA	NA	1_1	4位修女	4个流浪的人	1	1	4 nuns	4 homeless adults	1	65	1
cMorals	dtty169	Female	23	cMorals1	NA	66	1	1	66	1609	6	test	key	500	NA	True	d	2100.80000001192	No	NA	NA	1_1	3位大学生	9位成年人	1	1	3 university students	9 adults	1	66	1
cMorals	dtty169	Female	23	cMorals1	NA	67	1	1	67	4211	6	test	key	500	NA	True	k	3473.69999998808	Yes	NA	NA	1_1	9个法官	1位大学生	1	1	9 judges	a university student	1	67	1
cMorals	dtty169	Female	23	cMorals1	NA	68	1	1	68	1453	6	test	key	500	NA	True	k	2804.40000003576	Yes	NA	NA	1_1	3个奥运选手	1位警察	1	1	3 Olympians	a police officer	1	68	1
cMorals	dtty169	Female	23	cMorals1	NA	69	1	1	69	3053	6	test	key	500	NA	True	k	2010.60000002384	Yes	NA	NA	1_1	52位亿万富翁	1位成年人	1	1	52 billionaires	an adult	1	69	1
cMorals	dtty169	Female	23	cMorals1	NA	70	1	1	70	289	6	test	key	500	NA	True	d	2955.60000002384	No	NA	NA	1_1	1个流浪的人	4位修女	1	1	a homeless adult	4 nuns	1	70	1
cMorals	dtty169	Female	23	cMorals1	NA	71	1	1	71	4123	6	test	key	500	NA	True	d	1757.5	No	NA	NA	1_1	9个强奸犯	1个孤儿	1	1	9 rapists	an orphan	1	71	1
cMorals	dtty169	Female	23	cMorals1	NA	72	1	1	72	2299	6	test	key	500	NA	True	k	1418.59999996424	Yes	NA	NA	1_1	49位导师	49个流氓	1	1	49 mentors	49 hooligans	1	72	1
cMorals	dtty169	Female	23	cMorals1	NA	73	1	1	73	4030	6	test	key	500	NA	True	k	2391.39999997616	Yes	NA	NA	1_1	8位亿万富翁	6位瘾君子	1	1	8 billionaires	6 addicts	1	73	1
cMorals	dtty169	Female	23	cMorals1	NA	74	1	1	74	4240	6	test	key	500	NA	True	k	1703	Yes	NA	NA	1_1	9位成年人	1位恐怖分子	1	1	9 adults	a terrorist	1	74	1
cMorals	dtty169	Female	23	cMorals1	NA	75	1	1	75	1889	6	test	key	500	NA	True	k	1743.10000002384	Yes	NA	NA	1_1	48位修女	5个明星	1	1	48 nuns	5 celebrities	1	75	1
cMorals	dtty169	Female	23	cMorals1	NA	76	1	1	76	2890	6	test	key	500	NA	True	d	1753.39999997616	No	NA	NA	1_1	51位刺客	1位老人	1	1	51 assassins	an elderly person	1	76	1
cMorals	dtty169	Female	23	cMorals1	NA	77	1	1	77	2309	6	test	key	500	NA	True	k	2513.80000001192	Yes	NA	NA	1_1	49位导师	5位导师	1	1	49 mentors	5 mentors	1	77	1
cMorals	dtty169	Female	23	cMorals1	NA	78	1	1	78	2338	6	test	key	500	NA	True	k	1644.10000002384	Yes	NA	NA	1_1	49位导师	1个流氓	1	1	49 mentors	a hooligan	1	78	1
cMorals	dtty169	Female	23	cMorals1	NA	79	1	1	79	1550	6	test	key	500	NA	True	d	2457	No	NA	NA	1_1	3个恋童癖	52位亿万富翁	1	1	3 pedophiles	52 billionaires	1	79	1
cMorals	dtty169	Female	23	cMorals1	NA	80	1	1	80	4225	6	test	key	500	NA	True	k	5526.29999995232	Yes	NA	NA	1_1	9个法官	1个孤儿	1	1	9 judges	an orphan	1	80	1
cMorals	dtty169	Female	23	cMorals1	NA	81	1	1	81	1833	6	test	key	500	NA	True	k	3710.79999995232	Yes	NA	NA	1_1	48个流浪的人	1位修女	1	1	48 homeless adults	a nun	1	81	1
cMorals	dtty169	Female	23	cMorals1	NA	82	1	1	82	2367	6	test	key	500	NA	True	d	2469.89999997616	No	NA	NA	1_1	4个流浪的人	1位法官	1	1	4 homeless adults	a judge	1	82	1
cMorals	dtty169	Female	23	cMorals1	NA	83	1	1	83	1826	6	test	key	500	NA	True	k	2366.80000001192	Yes	NA	NA	1_1	48个流浪的人	1位亿万富翁	1	1	48 homeless adults	a billionaire	1	83	1
cMorals	dtty169	Female	23	cMorals1	NA	84	1	1	84	2330	6	test	key	500	NA	True	d	2609.5	No	NA	NA	1_1	49位导师	48位士兵	1	1	49 mentors	48 soldiers	1	84	1
cMorals	dtty169	Female	23	cMorals1	NA	85	1	1	85	2421	6	test	key	500	NA	True	k	1692.19999998808	Yes	NA	NA	1_1	4位修女	1位强奸犯	1	1	4 nuns	a rapist	1	85	1
cMorals	dtty169	Female	23	cMorals1	NA	86	1	1	86	2197	6	test	key	500	NA	True	d	2910.89999997616	No	NA	NA	1_1	49个流氓	1位大学生	1	1	49 hooligans	a university student	1	86	1
cMorals	dtty169	Female	23	cMorals1	NA	87	1	1	87	73	6	test	key	500	NA	True	d	2689.69999998808	No	NA	NA	1_1	1个小偷	8位亿万富翁	1	1	a thief	8 billionaires	1	87	1
cMorals	dtty169	Female	23	cMorals1	NA	88	1	1	88	1878	6	test	key	500	NA	True	k	4811.60000002384	Yes	NA	NA	1_1	48个流浪的人	1位士兵	1	1	48 homeless adults	a soldier	1	88	1
cMorals	dtty169	Female	23	cMorals1	NA	89	1	1	89	3335	6	test	key	500	NA	True	k	1860	Yes	NA	NA	1_1	5个明星	47个恋童癖	1	1	5 celebrities	47 pedophiles	1	89	1
cMorals	dtty169	Female	23	cMorals1	NA	90	1	1	90	1260	6	test	key	500	NA	True	d	1549.30000001192	No	NA	NA	1_1	1位罪犯	1位法官	1	1	a convict	a judge	1	90	1
cMorals	dtty169	Female	23	cMorals1	NA	91	1	1	91	3685	6	test	key	500	NA	True	d	4928.59999996424	No	NA	NA	1_1	6个老人	1个孤儿	1	1	6 elderly people	an orphan	1	91	1
cMorals	dtty169	Female	23	cMorals1	NA	92	1	1	92	464	6	test	key	500	NA	True	d	2742.30000001192	No	NA	NA	1_1	1位刺客	48个流浪的人	1	1	an assassin	48 homeless adults	1	92	1
cMorals	dtty169	Female	23	cMorals1	NA	93	1	1	93	3128	6	test	key	500	NA	True	d	1647.89999997616	No	NA	NA	1_1	53位成年人	49位宇航员	1	1	53 adults	49 astronauts	1	93	1
cMorals	dtty169	Female	23	cMorals1	NA	94	1	1	94	3676	6	test	key	500	NA	True	k	2098.69999998808	Yes	NA	NA	1_1	6个老人	1位罪犯	1	1	6 elderly people	a convict	1	94	1
cMorals	dtty169	Female	23	cMorals1	NA	95	1	1	95	3229	6	test	key	500	NA	True	k	2064.09999996424	Yes	NA	NA	1_1	53位法官	9个法官	1	1	53 judges	9 judges	1	95	1
cMorals	dtty169	Female	23	cMorals1	NA	96	1	1	96	3165	6	test	key	500	NA	True	k	1384.59999996424	Yes	NA	NA	1_1	53位成年人	1位罪犯	1	1	53 adults	a convict	1	96	1
cMorals	dtty169	Female	23	cMorals1	NA	97	1	1	97	3588	6	test	key	500	NA	True	d	1813.10000002384	No	NA	NA	1_1	6个小偷	4位士兵	1	1	6 thieves	4 soldiers	1	97	1
cMorals	dtty169	Female	23	cMorals1	NA	98	1	1	98	2281	6	test	key	500	NA	True	d	2253.30000001192	No	NA	NA	1_1	49位导师	1位亿万富翁	1	1	49 mentors	a billionaire	1	98	1
cMorals	dtty169	Female	23	cMorals1	NA	99	1	1	99	2391	6	test	key	500	NA	True	k	1758.80000001192	Yes	NA	NA	1_1	4个流浪的人	51个罪犯	1	1	4 homeless adults	51 convicts	1	99	1
cMorals	dtty169	Female	23	cMorals1	NA	100	1	1	100	350	6	test	key	500	NA	True	d	2520.39999997616	No	NA	NA	1_1	1位亿万富翁	1位修女	1	1	a billionaire	a nun	1	100	1
cMorals	dtty169	Female	23	cMorals1	NA	101	1	1	101	3702	6	test	key	500	NA	True	d	3705.09999996424	No	NA	NA	1_1	6个老人	5个明星	1	1	6 elderly people	5 celebrities	1	101	1
cMorals	dtty169	Female	23	cMorals1	NA	102	1	1	102	1567	6	test	key	500	NA	True	k	1587.09999996424	Yes	NA	NA	1_1	3位大学生	1位瘾君子	1	1	3 university students	an addict	1	102	1
cMorals	dtty169	Female	23	cMorals1	NA	103	1	1	103	2979	6	test	key	500	NA	True	d	1899.5	No	NA	NA	1_1	52个恐怖分子	49个流氓	1	1	52 terrorists	49 hooligans	1	103	1
cMorals	dtty169	Female	23	cMorals1	NA	104	1	1	104	1654	6	test	key	500	NA	True	d	8373.90000003576	No	NA	NA	1_1	47个恋童癖	7位刺客	1	1	47 pedophiles	7 assassins	1	104	1
cMorals	dtty169	Female	23	cMorals1	NA	105	1	1	105	2513	6	test	key	500	NA	True	k	1890.80000001192	Yes	NA	NA	1_1	4位士兵	49个流氓	1	1	4 soldiers	49 hooligans	1	105	1
cMorals	dtty169	Female	23	cMorals1	NA	106	1	1	106	2739	6	test	key	500	NA	True	k	2008	Yes	NA	NA	1_1	50位警官	1位宇航员	1	1	50 police officers	an astronaut	1	106	1
cMorals	dtty169	Female	23	cMorals1	NA	107	1	1	107	2149	6	test	key	500	NA	True	k	2245.89999997616	Yes	NA	NA	1_1	49个流氓	1位罪犯	1	1	49 hooligans	a convict	1	107	1
cMorals	dtty169	Female	23	cMorals1	NA	108	1	1	108	519	6	test	key	500	NA	True	k	4564.39999997616	Yes	NA	NA	1_1	1位刺客	52个恐怖分子	1	1	an assassin	52 terrorists	1	108	1
cMorals	dtty169	Female	23	cMorals1	NA	109	1	1	109	1272	6	test	key	500	NA	True	d	2516.09999996424	No	NA	NA	1_1	1位罪犯	1个孤儿	1	1	a convict	an orphan	1	109	1
cMorals	dtty169	Female	23	cMorals1	NA	110	1	1	110	4166	6	test	key	500	NA	True	d	2472.10000002384	No	NA	NA	1_1	9个法官	1位老人	1	1	9 judges	an elderly person	1	110	1
cMorals	dtty169	Female	23	cMorals1	NA	111	1	1	111	2923	6	test	key	500	NA	True	d	2122	No	NA	NA	1_1	51位刺客	6个老人	1	1	51 assassins	6 elderly people	1	111	1
cMorals	dtty169	Female	23	cMorals1	NA	112	1	1	112	1871	6	test	key	500	NA	True	d	2694.5	No	NA	NA	1_1	48个流浪的人	4位士兵	1	1	48 homeless adults	4 soldiers	1	112	1
cMorals	dtty169	Female	23	cMorals1	NA	113	1	1	113	2183	6	test	key	500	NA	True	k	3106.80000001192	Yes	NA	NA	1_1	49个流氓	1位恋童癖的人	1	1	49 hooligans	a pedophile	1	113	1
cMorals	dtty169	Female	23	cMorals1	NA	114	1	1	114	1859	6	test	key	500	NA	True	k	2122	Yes	NA	NA	1_1	48个流浪的人	1位刺客	1	1	48 homeless adults	an assassin	1	114	1
cMorals	dtty169	Female	23	cMorals1	NA	115	1	1	115	3018	6	test	key	500	NA	True	k	3917.5	Yes	NA	NA	1_1	52位亿万富翁	6个小偷	1	1	52 billionaires	6 thieves	1	115	1
cMorals	dtty169	Female	23	cMorals1	NA	116	1	1	116	1670	6	test	key	500	NA	True	d	2892.80000001192	No	NA	NA	1_1	47个恋童癖	4位士兵	1	1	47 pedophiles	4 soldiers	1	116	1
cMorals	dtty169	Female	23	cMorals1	NA	117	1	1	117	93	6	test	key	500	NA	True	k	3146.70000004768	Yes	NA	NA	1_1	1个小偷	7位罪犯	1	1	a thief	7 convicts	1	117	1
cMorals	dtty169	Female	23	cMorals1	NA	118	1	1	118	858	6	test	key	500	NA	True	d	2287.10000002384	No	NA	NA	1_1	1位强奸犯	50位老人	1	1	a rapist	50 elderly people	1	118	1
cMorals	dtty169	Female	23	cMorals1	NA	119	1	1	119	647	6	test	key	500	NA	True	d	2855.60000002384	No	NA	NA	1_1	1位大学生	1位警察	1	1	a university student	a police officer	1	119	1
cMorals	dtty169	Female	23	cMorals1	NA	120	1	1	120	2680	6	test	key	500	NA	True	d	2458.89999997616	No	NA	NA	1_1	50位老人	47名奥运选手	1	1	50 elderly people	47 Olympians	1	120	1
cMorals	edwo135	Female	19	cMorals1	NA	1	1	1	1	712	6	test	key	500	NA	True	d	11038.700000003	No	NA	NA	1_1	1位奥运选手	1位老人	1	1	an Olympian	an elderly person	1	1	1
cMorals	edwo135	Female	19	cMorals1	NA	2	1	1	2	3155	6	test	key	500	NA	True	k	5414.19999999553	Yes	NA	NA	1_1	53位成年人	50个瘾君子	1	1	53 adults	50 addicts	1	2	1
cMorals	edwo135	Female	19	cMorals1	NA	3	1	1	3	1143	6	test	key	500	NA	True	d	2655.79999999702	No	NA	NA	1_1	1位法官	6个老人	1	1	a judge	6 elderly people	1	3	1
cMorals	edwo135	Female	19	cMorals1	NA	4	1	1	4	3988	6	test	key	500	NA	True	d	5969.5	No	NA	NA	1_1	8位亿万富翁	1位成年人	1	1	8 billionaires	an adult	1	4	1
cMorals	edwo135	Female	19	cMorals1	NA	5	1	1	5	2680	6	test	key	500	NA	True	d	8905.29999999702	No	NA	NA	1_1	50位老人	47名奥运选手	1	1	50 elderly people	47 Olympians	1	5	1
cMorals	edwo135	Female	19	cMorals1	NA	6	1	1	6	3765	6	test	key	500	NA	True	d	3780.5	No	NA	NA	1_1	6位瘾君子	5位导师	1	1	6 addicts	5 mentors	1	6	1
cMorals	edwo135	Female	19	cMorals1	NA	7	1	1	7	3083	6	test	key	500	NA	True	d	6402.19999999553	No	NA	NA	1_1	53个强奸犯	6位警察	1	1	53 rapists	6 police officers	1	7	1
cMorals	edwo135	Female	19	cMorals1	NA	8	1	1	8	2913	6	test	key	500	NA	True	d	7732.89999999851	No	NA	NA	1_1	51位刺客	49个孤儿	1	1	51 assassins	49 orphans	1	8	1
cMorals	edwo135	Female	19	cMorals1	NA	9	1	1	9	2442	6	test	key	500	NA	True	d	11098.5	No	NA	NA	1_1	4位修女	49个流氓	1	1	4 nuns	49 hooligans	1	9	1
cMorals	edwo135	Female	19	cMorals1	NA	10	1	1	10	4012	6	test	key	500	NA	True	k	3729.90000000596	Yes	NA	NA	1_1	8位亿万富翁	1位强奸犯	1	1	8 billionaires	a rapist	1	10	1
cMorals	edwo135	Female	19	cMorals1	NA	11	1	1	11	2647	6	test	key	500	NA	True	d	5667	No	NA	NA	1_1	50个瘾君子	53位成年人	1	1	50 addicts	53 adults	1	11	1
